frame,time,atom,vqls_displacement,classical_displacement,vqls_velocity_reconstructed,classical_velocity
98,0.196,2,0.006245451305717894,0.006358189980646938,0.020299835309240278,0.019072363139384218
98,0.196,3,0.0017274171576176344,0.0018230729188914961,0.028311010474338892,0.029965521086519866
99,0.198,1,0.001931636413518942,0.0017217299437122266,-0.04808941972910192,-0.04850357837468836
99,0.198,2,0.006283951566820675,0.006394140823972521,0.019250130551390614,0.017975421662791525
99,0.198,3,0.001785103080299587,0.0018841292323152905,0.028842961340976286,0.030528156711897212
100,0.2,1,0.0018365357423250842,0.0016258197010575906,-0.047550335596928874,-0.047955121327317954
100,0.2,2,0.0063203092477932595,0.00642787663001554,0.018178840486292314,0.016867903021509385
100,0.2,3,0.0018438635493753333,0.0019463036689269084,0.029380234537873137,0.03108721830580896
101,0.202,1,0.001742527034240705,0.0015310338532556424,-0.047004354042189674,-0.04739292390097415
101,0.202,2,0.0063544971603704805,0.006459377925513833,0.017093956288610507,0.0157506477491467
101,0.202,3,0.0019036879433574334,0.002009588221230564,0.029912196991050095,0.031642276151827846
102,0.20400000000000001,1,0.0016496243845776184,0.0014373990557522431,-0.04645132483154326,-0.046817398751699574
102,0.20400000000000001,2,0.0063865120300386526,0.006488626923294319,0.016007434834086013,0.014624498890243396
102,0.20400000000000001,3,0.0019645543345074897,0.002073974020953477,0.030433195575028136,0.03219289986145658
103,0.20600000000000002,1,0.0015578824849633323,0.0013449411355385555,-0.04587094980714303,-0.04622896010684375
103,0.20600000000000002,2,0.006416314075029472,0.0065156075259562175,0.014901022495409505,0.013490301330949172
103,0.20600000000000002,3,0.0020265011932731505,0.002139451338505267,0.0309734293828304,0.03273865877589498
104,0.20800000000000002,1,0.001467391741545819,0.0012536850885296212,-0.04524537170875662,-0.04562802350446723
104,0.20800000000000002,2,0.006443891707171961,0.006540305328228352,0.01378881607124469,0.012348901136067583
104,0.20800000000000002,3,0.0020894510878525464,0.002206009583242067,0.03147494728969794,0.033279122368400055
105,0.21,1,0.0013780687130176632,0.0011636550774501572,-0.04466151426407792,-0.045015005539731964
105,0.21,2,0.006469232953227042,0.006562707618014403,0.012670623027540365,0.011201144893025093
105,0.21,3,0.002153442343563873,0.0022736373045354817,0.03199562785566323,0.03381386064670728
106,0.212,1,0.0012899918172835612,0.0010748744302135848,-0.044038447867050995,-0.0443903236182862
106,0.212,2,0.006492303495087899,0.006582803376141016,0.011535270930428717,0.010047879063306396
106,0.212,3,0.0022184444721502295,0.002342322193645442,0.032501064293178304,0.03434244455498021
107,0.214,1,0.001203178981380272,0.000987365638780319,-0.043406417951644606,-0.043754395716632886
107,0.214,2,0.0065130844986398375,0.0066005832748247725,0.010390501775969178,0.008889949341878145
107,0.214,3,0.0022844613219455785,0.0024120510863949525,0.033008424897674506,0.03486444637475515
108,0.216,1,0.0011176159584101075,0.0009011503584814152,-0.04278151148508224,-0.04310764014945193
108,0.216,2,0.00653158723678592,0.00661603967487498,0.009251369073041277,0.007728200025103994
108,0.216,3,0.0023514708533695734,0.002482809966643649,0.03350476571199745,0.035379440124348335
109,0.218,1,0.0010334398522761916,0.0008162494077937583,-0.04208805306695797,-0.042450475343828446
109,0.218,2,0.006547779023517585,0.006629166621650248,0.00809589336583233,0.0065634733876338705
109,0.218,3,0.002419468384975574,0.002554583970556039,0.03399876580300037,0.035887001956194965
110,0.22,1,0.000950578042464905,0.0007326827685531137,-0.04143090490564332,-0.041783319620322286
110,0.22,2,0.006561665851031412,0.006639959839787709,0.0069434137569138535,0.005396609068730314
110,0.22,3,0.0024884502574284394,0.002627357391659224,0.034490936226432616,0.036386710551592365
111,0.222,1,0.0008690472175506038,0.0006504695865915198,-0.04076541245715058,-0.04110659098079697
111,0.222,2,0.006573245230054868,0.006648416726724657,0.00578968951172763,0.004228443468474055
111,0.222,3,0.0025583870450547243,0.0027011136866838706,0.03496839381314249,0.036878147512323295
112,0.224,1,0.0007889250808388234,0.0005696281727856982,-0.04006106835589021,-0.04042070690291083
112,0.224,2,0.006582494612671799,0.006654536345033197,0.004624691308465715,0.0030598091542702647
112,0.224,3,0.0026292734156944794,0.0027758354821811526,0.035443185319877515,0.03736089774864096
113,0.226,1,0.0007102320240521207,0.0004901760045033823,-0.039346528393351315,-0.03972608414115795
113,0.226,2,0.006589407208291348,0.006658319413589309,0.0034562978097744425,0.0018915342780557573
113,0.226,3,0.002701087162383816,0.0028515045819073577,0.03590687334466833,0.037834549863102584
114,0.228,1,0.0006329183563078863,0.00041212972743471794,-0.03865683387211722,-0.039023138534332175
114,0.228,2,0.006593993809539029,0.006659768297598481,0.0022933006238404913,0.000724442004586127
114,0.228,3,0.00277382528204819,0.0029281019749668505,0.036369059832187016,0.03829869652974644
115,0.23,1,0.0005570688975433669,0.00033550515779616887,-0.03792472938225972,-0.03831228481927454
115,0.23,2,0.006596211572850002,0.006658886997500802,0.0011088816554865634,-0.0004406500488396847
115,0.23,3,0.0028474160916604815,0.0030056078447030796,0.03679540480614569,0.038752934868114625
116,0.232,1,0.0004826801655787592,0.00026031728489466573,-0.037194365982303836,-0.03759393645075156
116,0.232,2,0.0065961015269023785,0.006655681136779039,-5.502297381176219e-05,-0.0016029303608815393
116,0.232,3,0.0029219009006040404,0.0030840015783263467,0.03724240447177947,0.03919686681163351
117,0.234,1,0.0004098766161726529,0.00018658027404006434,-0.03640177470305315,-0.0368685054273007
117,0.234,2,0.006593639084095989,0.006650157948693893,-0.001231221403194798,-0.0027615940425728437
117,0.234,3,0.002997354216009181,0.0031632617772660945,0.03772665770257022,0.03963009946987394
118,0.23600000000000002,1,0.0003384326073657774,0.00011430746979432776,-0.03572200440343773,-0.03613640212286829
118,0.23600000000000002,2,0.006588899353946519,0.006642326261971181,-0.0023698650747348317,-0.003915843361355554
118,0.23600000000000002,3,0.003073579496222143,0.0032433662682345428,0.03811264010648114,0.04005224548422425
119,0.23800000000000002,1,0.00026851890496712487,4.351139954621563e-05,-0.03495685119932627,-0.035398035124056065
119,0.23800000000000002,2,0.006581814262937043,0.006632196485466251,-0.0035425455047382107,-0.005064888252464937
119,0.23800000000000002,3,0.0031505941439201376,0.0033242921149875854,0.03850732384899722,0.04046292337652141
120,0.24,1,0.00020009880543753972,-2.5796222599350402e-05,-0.034210049764792576,-0.034653811072783015
120,0.24,2,0.006572398810529926,0.00661978059183142,-0.004707726203558287,-0.006207946817415375
120,0.24,3,0.0032284060412681986,0.003406015630767983,0.038905948674030494,0.040861757890198795
121,0.242,1,0.00013325289948137823,-9.360449162767484e-05,-0.03342295297808075,-0.03390413451416222
121,0.242,2,0.0065606878662267856,0.0066050921002127,-0.005855472151570368,-0.007344245809360284
121,0.242,3,0.003306994069034342,0.003488512391415029,0.03929401388307182,0.04124838032352292
122,0.244,1,6.794859696342826e-05,-0.0001599033071264447,-0.03265215125897499,-0.03314940774938493
122,0.244,2,0.006546656796155404,0.006588146058002458,-0.007015535035690638,-0.008473021105120833
122,0.244,3,0.003386319479977903,0.0035717572491240413,0.03966270547178037,0.04162242885450617
123,0.246,1,4.179535659644064e-06,-0.00022468336851324205,-0.03188453065189209,-0.03239003069339868
123,0.246,2,0.006530335246289498,0.0065689590216750585,-0.008160774932952988,-0.009593518163699752
123,0.246,3,0.0034663759188167786,0.003655724346838239,0.04002821941943781,0.041983548857098846
124,0.248,1,-5.802561137519821e-05,-0.0002879361699875644,-0.031102573517421135,-0.031626400737161185
124,0.248,2,0.006511747073406709,0.006547549036732823,-0.00929408644139481,-0.010704992471117846
124,0.248,3,0.0035471293862663397,0.003740387133254798,0.04037673372478054,0.04233139320827945
125,0.25,1,-0.00011863743912682698,-0.00034965399521606023,-0.030305913875814383,-0.03085891261424791
125,0.25,2,0.006490885668520666,0.006523935616789959,-0.01043070244302136,-0.011806709971432017
125,0.25,3,0.0036285933246966817,0.0038257183784261586,0.04073196921517103,0.04266562258568036
126,0.252,1,-0.00017765633496990313,-0.0004098299117592368,-0.029509447921538073,-0.030087958271588288
126,0.252,2,0.006467777635211854,0.00649813972182233,-0.011554016654406144,-0.012897947483814594
126,0.252,3,0.003710734612265227,0.003911690189936965,0.04107064378427267,0.04298590575540331
127,0.254,1,-0.00023508168820296995,-0.0004684577652474437,-0.02871267661653341,-0.02931392674410343
127,0.254,2,0.006442457176885729,0.0064701837356111415,-0.0126602291630625,-0.01397799310559442
127,0.254,3,0.003793523679508842,0.0039982740296363615,0.041394533621807485,0.04329191984969827
128,0.256,1,-0.00029092589745143856,-0.0005255321733134786,-0.027922104624234306,-0.028537204033017453
128,0.256,2,0.006414911297435794,0.006440091442408781,-0.01377293972496755,-0.015046146601180513
128,0.256,3,0.003876903904533064,0.004085440730904759,0.041690112512111,0.043583350634198374
129,0.258,1,-0.00034515315051478993,-0.0005810485192887066,-0.027113626531675684,-0.027758172987613995
129,0.258,2,0.006385156113963938,0.006407888002855163,-0.014877591735927998,-0.01610171977680924
129,0.258,3,0.003960824276124624,0.004173160516433606,0.041960185795779974,0.04385989276442366
130,0.26,1,-0.0003977216265736953,-0.000635002945669128,-0.02628423802945268,-0.026977213190210743
130,0.26,2,0.006353258721053344,0.006373599929173012,-0.01594869645529665,-0.0171440368410756
130,0.26,3,0.004045331305246233,0.00426140301649618,0.042253514560804464,0.04412125003128677
131,0.262,1,-0.0004486888629169506,-0.0006873923473573804,-0.025483618171627656,-0.026194700844126145
131,0.262,2,0.006319224345824682,0.006337255059670555,-0.017017187614331002,-0.018172434751228494
131,0.262,3,0.004130361778203111,0.00435013728768689,0.042515236478439175,0.04436713559535506
132,0.264,1,-0.0004980718446983197,-0.0007382143646862111,-0.02469149089068457,-0.025411008664415327
132,0.264,2,0.006283074215866135,0.006298882532580098,-0.018075064979273473,-0.01918626354522885
132,0.264,3,0.004215846323386259,0.0044393318321061795,0.042742272591574,0.04459727220964459
133,0.266,1,-0.0005458435319497274,-0.0007874673762285221,-0.02388584362570382,-0.024626505771155514
133,0.266,2,0.006244847084738858,0.006258512759260922,-0.019113565563638746,-0.020184886659587738
133,0.266,3,0.00430183213334059,0.004528954616967667,0.042992904977165194,0.04481139243074368
134,0.268,1,-0.0005919608782839826,-0.0008351504913986535,-0.023058673167127626,-0.023841557585065693
134,0.268,2,0.006204528542789048,0.006216177396794882,-0.020159270974904903,-0.021167681233019858
134,0.268,3,0.004388255746499235,0.004618973094603839,0.043211806579322457,0.04500923881808599
135,0.27,1,-0.0006364222549705539,-0.0008812635428491536,-0.022230688343285617,-0.02305652572525005
135,0.27,2,0.00616218425896593,0.006171909320002953,-0.021172141911559184,-0.02213403839596486
135,0.27,3,0.004475057820794026,0.00470935422284627,0.043401037147395606,0.04519056412121533
136,0.272,1,-0.000679336998416242,-0.0009258070786668754,-0.021457371722844083,-0.022271767908860894
136,0.272,2,0.006117854059257291,0.00612574259291086,-0.022165099854319463,-0.023083363546046256
136,0.272,3,0.004562274277169664,0.004800064485756085,0.043608228187819,0.04535513145490758
137,0.274,1,-0.000720574510263839,-0.0009687823543718419,-0.020618755923798464,-0.021487637852483255
137,0.274,2,0.006071571224421412,0.0060777124396917525,-0.023141417417939583,-0.024015076609553928
137,0.274,3,0.004649805113843499,0.00489106991468016,0.04376541833691749,0.04550271446203762
138,0.276,1,-0.0007602233849465572,-0.0010101913247219428,-0.019824437341359136,-0.020704485175050472
138,0.276,2,0.006023394467393873,0.006027855215113649,-0.024088378513769174,-0.024928612289052042
138,0.276,3,0.004737677387495406,0.004982336109608366,0.043936136825953404,0.04563309746410295
139,0.278,1,-0.0007982215070077122,-0.0010500366353261596,-0.01899906103057747,-0.019922655302108388
139,0.278,2,0.0059732829979195,0.00597620837451919,-0.025055734737186412,-0.025823420297229345
139,0.278,3,0.004825799532946641,0.0050738282608070425,0.044061072725617816,0.04574607559933816
140,0.28,1,-0.0008346173278495431,-0.0010883216140686678,-0.018197910420915484,-0.01914248937125412
140,0.28,2,0.005921307759908808,0.0059228104433649426,-0.025987619005345998,-0.026698965577123784
140,0.28,3,0.004914164324223085,0.005165511170703799,0.044182395638222086,0.04584145494837834
141,0.28200000000000003,1,-0.000869382786498842,-0.0011250502623458372,-0.017382729324649425,-0.01836432413858472
141,0.28200000000000003,2,0.005867507486916656,0.005867700986347209,-0.026900136496076,-0.0275547285088669
141,0.28200000000000003,3,0.0050027434457483606,0.005257349275998704,0.044289560762637584,0.04591905264745205
142,0.28400000000000003,1,-0.0009025672304972913,-0.0011602272461178388,-0.016592221999224673,-0.017588491886000826
142,0.28400000000000003,2,0.00581198018949491,0.005810920576140994,-0.027763648710873307,-0.028390205103107198
142,0.28400000000000003,3,0.0050914654372694245,0.00534930666997692,0.044360995760531985,0.04597869698910844
143,0.28600000000000003,1,-0.0009341351788556406,-0.00119385788677628,-0.01578397417917462,-0.0168153203292206
143,0.28600000000000003,2,0.005754702284800334,0.005752510761778426,-0.028638952347287937,-0.029204907181284184
143,0.28600000000000003,3,0.005180359848940254,0.00544134712499793,0.04444720583541466,0.0460202275105052
144,0.28800000000000003,1,-0.0009641406509895006,-0.0012259481518290204,-0.015002736066930025,-0.0160451325263702
144,0.28800000000000003,2,0.005695761976709176,0.005692514036692552,-0.029470154045579,-0.0299983625429369
144,0.28800000000000003,3,0.005269400208351684,0.0055334341151365455,0.04452017970571487,0.046043495069307515
145,0.29,1,-0.0009925828210458273,-0.0012565046454030766,-0.014221085028163355,-0.015278246787028014
145,0.29,2,0.005635094331245576,0.0056309738064520675,-0.030333822731799798,-0.030770115120242046
145,0.29,3,0.005358441220538076,0.005625530838951087,0.04452050609319615,0.04604836190727047
146,0.292,1,-0.0010194821461697071,-0.0012855345985663,-0.013449662561939895,-0.014514976581611718
146,0.292,2,0.005572848071771062,0.005567934356212093,-0.03112312973725705,-0.031519725119987456
146,0.292,3,0.00544754141659,0.005717600242354286,0.04455009802596188,0.04603470170159958
147,0.294,1,-0.0010446741094933029,-0.001313045859468318,-0.012595981661797867,-0.013755630451009008
147,0.294,2,0.005509018757296142,0.0055034408179057,-0.03191465723746027,-0.03224676915319673
147,0.294,3,0.005536608373156454,0.005809605041562698,0.04453347828322707,0.046002399604206136
148,0.296,1,-0.0010684120560508627,-0.0013390468833010484,-0.011868973278779891,-0.013000511916365169
148,0.296,2,0.005443667384970807,0.00543753913720044,-0.032675686162667285,-0.03295084035262985
148,0.296,3,0.005625625474530545,0.005901507746100689,0.0445085506870454,0.04595135226899542
149,0.298,1,-0.0010905687115979254,-0.0013635467220789546,-0.011078327773531384,-0.012249919388953116
149,0.298,2,0.005376909605396141,0.005370276040243653,-0.03337888978733293,-0.03363154847839341
149,0.298,3,0.005714576895109458,0.0059932706818353835,0.04447571028945657,0.04588146786734693
150,0.3,1,-0.001111177940150021,-0.0013865550142390833,-0.010304614276047822,-0.011504146080064318
150,0.3,2,0.005308714983245621,0.00530169900021985,-0.034097311075260026,-0.03428852001190158
150,0.3,3,0.005803448538679819,0.006084856014019316,0.04443582178518049,0.045792666091966305
