node_index,position_nm,domain,is_free_dof,classical_displacement_nm,vqls_displacement_nm,absolute_error_nm
338,338.0,MD,1,17.007518797007,18.094137363700334,1.0866185666933355
339,339.0,MD,1,17.057836899956722,18.146516961338982,1.0886800613822594
340,340.0,MD,1,17.10815500290645,18.198895387866386,1.0907403849599362
341,341.0,MD,1,17.158473105856174,18.251276547226794,1.09280344137062
342,342.0,MD,1,17.2087912088059,18.303614752638037,1.0948235438321383
343,343.0,MD,1,17.259109311755623,18.355951224549017,1.0968419127933942
344,344.0,MD,1,17.309427414705347,18.408238942261878,1.0988115275565313
345,345.0,MD,1,17.359745517655067,18.460537833703924,1.1007923160488566
346,346.0,MD,1,17.41006362060479,18.512786651133872,1.1027230305290807
347,347.0,MD,1,17.460381723554512,18.565039154239006,1.1046574306844938
348,348.0,MD,1,17.510699826504233,18.617258507122003,1.1065586806177699
349,349.0,MD,1,17.561017929453953,18.66949584000529,1.1084779105513363
350,350.0,MD,1,17.611336032403674,18.72169115881736,1.1103551264136868
351,351.0,MD,1,17.661654135353395,18.77386777491166,1.1122136395582665
352,352.0,MD,1,17.711972238303115,18.826000887950265,1.1140286496471496
353,353.0,MD,1,17.762290341252836,18.878208214791588,1.115917873538752
354,354.0,MD,1,17.812608444202557,18.930294145419687,1.1176857012171304
355,355.0,MD,1,17.862926547152277,18.98238870455083,1.1194621573985515
356,356.0,MD,1,17.913244650101994,19.034490131424718,1.121245481322724
357,357.0,MD,1,17.963562753051715,19.08652938726198,1.1229666342102647
358,358.0,MD,1,18.013880856001435,19.138551846762386,1.1246709907609507
359,359.0,MD,1,18.06419895895116,19.190583070519125,1.1263841115679654
360,360.0,MD,1,18.11451706190088,19.242538281478986,1.1280212195781054
361,361.0,MD,1,18.1648351648506,19.29455904758694,1.1297238827363394
362,362.0,MD,1,18.215153267800318,19.346480808228943,1.1313275404286252
363,363.0,MD,1,18.265471370750035,19.39842360762746,1.1329522368774256
364,364.0,MD,1,18.315789473699752,19.450316941887714,1.1345274681879616
365,365.0,MD,1,18.366107576649465,19.502242921340343,1.136135344690878
366,366.0,MD,1,18.41642567959918,19.554111558903152,1.137685879303973
367,367.0,MD,1,18.466743782548896,19.605956396669562,1.139212614120666
368,368.0,MD,1,18.517061885498613,19.657762427606766,1.1407005421081529
369,369.0,MD,1,18.56737998844833,19.709673742529844,1.1422937540815141
370,370.0,MD,1,18.617698091398047,19.76144373510969,1.1437456437116431
371,371.0,MD,1,18.668016194347764,19.81317531848563,1.1451591241378658
372,372.0,MD,1,18.718334297297478,19.864909480245668,1.1465751829481903
373,373.0,MD,1,18.768652400247195,19.916649391511623,1.147996991264428
374,374.0,MD,1,18.818970503196912,19.96834009691202,1.1493695937151074
375,375.0,MD,1,18.86928860614663,20.02004562429254,1.1507570181459101
376,376.0,MD,1,18.919606709096346,20.071702988143397,1.1520962790470506
377,377.0,MD,1,18.969924812046063,20.123440714463335,1.153515902417272
378,378.0,MD,1,19.02024291499578,20.17506413585385,1.1548212208580715
379,379.0,MD,1,19.070561017945497,20.22670028734107,1.1561392693955739
