node_index,position_nm,domain,is_free_dof,classical_displacement_nm,vqls_displacement_nm,absolute_error_nm
380,380.0,MD,1,19.12087912089521,20.27831004478292,1.1574309238877092
381,381.0,MD,1,19.17119722384492,20.3300177149353,1.1588204910903777
382,382.0,MD,1,19.22151532679463,20.38163363753774,1.1601183107431083
383,383.0,MD,1,19.271833429744337,20.43323758259865,1.1614041528543133
384,384.0,MD,1,19.322151532694043,20.484837400871722,1.1626858681776788
385,385.0,MD,1,19.37246963564375,20.536502837735654,1.164033202091904
386,386.0,MD,1,19.422787738593453,20.588035246643702,1.1652475080502498
387,387.0,MD,1,19.473105841543155,20.63955244215526,1.1664466006121046
388,388.0,MD,1,19.523423944492862,20.691017362812868,1.1675934183200063
389,389.0,MD,1,19.57374204744257,20.74243156416282,1.168689516720253
390,390.0,MD,1,19.624060150392275,20.793772666413325,1.1697125160210504
391,391.0,MD,1,19.67437825334198,20.84512259728528,1.1707443439432978
392,392.0,MD,1,19.724696356291684,20.896373667120343,1.1716773108286596
393,393.0,MD,1,19.775014459241387,20.947653242846997,1.1726387836056098
394,394.0,MD,1,19.82533256219109,20.998834745512927,1.1735021833218369
395,395.0,MD,1,19.875650665140792,21.049981179506165,1.1743305143653728
396,396.0,MD,1,19.925968768090495,21.101116332711324,1.1751475646208291
397,397.0,MD,1,19.976286871040198,21.152194913912282,1.1759080428720843
398,398.0,MD,1,20.0266049739899,21.2032461662688,1.1766411922789004
399,399.0,MD,1,20.076923076939604,21.25428809630211,1.1773650193625045
400,400.0,MD,1,20.12724117988931,21.305270225155013,1.1780290452657027
401,401.0,MD,1,20.17755928283902,21.356365008435436,1.1788057255964155
402,402.0,MD,1,20.227877385788727,21.40728930074138,1.1794119149526523
403,403.0,MD,1,20.278195488738433,21.458230233756602,1.180034745018169
404,404.0,MD,1,20.328513591688136,21.50910618471176,1.1805925930236256
405,405.0,MD,1,20.378831694637842,21.56002980223585,1.1811981075980071
406,406.0,MD,1,20.42914979758755,21.610836719400634,1.1816869218130854
407,407.0,MD,1,20.47946790053725,21.661723607062754,1.1822557065255026
408,408.0,MD,1,20.529786003486958,21.712515665058813,1.1827296615718552
409,409.0,MD,1,20.580104106436664,21.76340847367921,1.1833043672425454
410,410.0,MD,1,20.63042220938637,21.814195632160462,1.1837734227740917
411,411.0,MD,1,20.680740312336077,21.864977038892356,1.1842367265562785
412,412.0,MD,1,20.731058415285784,21.91577154610494,1.184713130819155
413,413.0,MD,1,20.78137651823549,21.966577058332575,1.1852005400970853
414,414.0,MD,1,20.831694621185196,22.017372840289074,1.1856782191038775
415,415.0,MD,1,20.882012724134903,22.068190860269382,1.1861781361344796
416,416.0,MD,1,20.93233082708461,22.11899754783387,1.1866667207492618
417,417.0,MD,1,20.982648930034323,22.169959814292003,1.1873108842576805
418,418.0,MD,1,21.032967032984033,22.22075743080437,1.1877903978203364
419,419.0,MD,1,21.083285135933743,22.271481820525594,1.1881966845918512
420,420.0,MD,1,21.133603238883456,22.3222227740363,1.1886195351528457
421,421.0,MD,1,21.183921341833166,22.372989883730778,1.189068541897612
422,422.0,MD,1,21.23423944478288,22.423643619865295,1.1894041750824158
423,423.0,MD,1,21.284557547732593,22.474307560970924,1.1897500132383314
424,424.0,MD,1,21.334875650682303,22.524947770241383,1.1900721195590798
425,425.0,MD,1,21.385193753632013,22.57569505860272,1.1905013049707058
426,426.0,MD,1,21.435511856581723,22.626296447501787,1.1907845909200638
427,427.0,MD,1,21.485829959531436,22.676900736856282,1.1910707773248461
428,428.0,MD,1,21.53614806248115,22.72751348609961,1.1913654236184605
429,429.0,MD,1,21.586466165430863,22.778182178260536,1.1917160128296729
430,430.0,MD,1,21.636784268380577,22.828800037363678,1.1920157689831008
431,431.0,MD,1,21.68710237133029,22.87942597418782,1.192323602857531
432,432.0,MD,1,21.737420474280004,22.93004992973657,1.192629455456565
433,433.0,MD,1,21.78773857722972,22.98082013414226,1.1930815569125386
434,434.0,MD,1,21.838056680179438,23.03149821476059,1.1934415345811509
435,435.0,MD,1,21.888374783129155,23.082215257222593,1.193840474093438
436,436.0,MD,1,21.938692886078872,23.132900730188442,1.1942078441095703
437,437.0,MD,1,21.98901098902859,23.18363023020597,1.1946192411773815
438,438.0,MD,1,22.039329091978303,23.23430989637666,1.1949808043983587
439,439.0,MD,1,22.089647194928016,23.285030532056677,1.1953833371286606
440,440.0,MD,1,22.13996529787773,23.335744670728253,1.1957793728505237
441,441.0,MD,1,22.190283400827443,23.386536981474933,1.1962535806474897
442,442.0,MD,1,22.240601503777153,23.437258516638966,1.196657012861813
443,443.0,MD,1,22.290919606726867,23.488035032475302,1.1971154257484358
444,444.0,MD,1,22.34123770967658,23.538835359244327,1.1975976495677472
445,445.0,MD,1,22.39155581262629,23.589661984779532,1.198106172153242
446,446.0,MD,1,22.441873915576004,23.640517106153844,1.1986431905778403
447,447.0,MD,1,22.492192018525714,23.69137550389304,1.1991834853673247
448,448.0,MD,1,22.542510121475424,23.74223417311572,1.1997240516402954
449,449.0,MD,1,22.592828224425133,23.793168240547836,1.200340016122702
450,450.0,MD,1,22.643146327374843,23.84407059376665,1.2009242663918052
451,451.0,MD,1,22.693464430324546,23.89497753901395,1.2015131086894044
452,452.0,MD,1,22.743782533274256,23.945921617195044,1.2021390839207875
453,453.0,MD,1,22.794100636223966,23.996824374077924,1.2027237378539581
454,454.0,MD,1,22.844418739173676,24.047730142474467,1.2033114033007912
455,455.0,MD,1,22.894736842123386,24.098613329452196,1.2038764873288095
456,456.0,MD,1,22.9450549450731,24.149520238620074,1.2044652935469742
457,457.0,MD,1,22.995373048022817,24.200436168030137,1.2050631200073205
458,458.0,MD,1,23.045691150972534,24.251332680709563,1.2056415297370293
459,459.0,MD,1,23.09600925392225,24.3022372854719,1.2062280315496494
460,460.0,MD,1,23.146327356871964,24.35313104928399,1.2068036924120271
461,461.0,MD,1,23.196645459821678,24.404016998572224,1.2073715387505466
462,462.0,MD,1,23.246963562771395,24.454878580880536,1.2079150181091407
463,463.0,MD,1,23.297281665721112,24.505764159993934,1.2084824942728218
464,464.0,MD,1,23.34759976867083,24.55659596036923,1.2089961916984002
465,465.0,MD,1,23.397917871620546,24.607495756876666,1.2095778852561203
466,466.0,MD,1,23.448235974570263,24.658311415775046,1.2100754412047827
467,467.0,MD,1,23.498554077519984,24.709151921159368,1.210597843639384
468,468.0,MD,1,23.5488721804697,24.759971588336644,1.2110994078669428
469,469.0,MD,1,23.599190283419418,24.81081728796866,1.2116270045492428
470,470.0,MD,1,23.64950838636913,24.86160760198277,1.2120992156136374
471,471.0,MD,1,23.699826489318845,24.912388306526612,1.2125618172077672
472,472.0,MD,1,23.75014459226856,24.96312687940097,1.2129822871324123
473,473.0,MD,1,23.80046269521827,25.013932576325224,1.2134698811069562
474,474.0,MD,1,23.85078079816798,25.064631111791492,1.2138503136235137
475,475.0,MD,1,23.901098901117688,25.115348764649493,1.2142498635318049
476,476.0,MD,1,23.951417004067398,25.16603132321023,1.2146143191428322
477,477.0,MD,1,24.001735107017105,25.216788671893234,1.2150535648761291
478,478.0,MD,1,24.052053209966818,25.26744610213279,1.2153928921659727
479,479.0,MD,1,24.102371312916528,25.31815723285387,1.2157859199373426
480,480.0,MD,1,24.15268941586624,25.36885692032852,1.2161675044622768
481,481.0,MD,1,24.20300751881595,25.419620909175897,1.2166133903599459
482,482.0,MD,1,24.25332562176566,25.470260073188257,1.2169344514225955
483,483.0,MD,1,24.303643724715375,25.520890229126874,1.2172465044114986
484,484.0,MD,1,24.35396182766509,25.571459385862184,1.2174975581970955
485,485.0,MD,1,24.404279930614802,25.622093520796508,1.2178135901817058
486,486.0,MD,1,24.454598033564515,25.672647940161454,1.2180499065969386
487,487.0,MD,1,24.50491613651423,25.723190209309095,1.2182740727948662
488,488.0,MD,1,24.555234239463942,25.773745194902904,1.218510955438962
489,489.0,MD,1,24.605552342413652,25.824455550046313,1.2189032076326605
490,490.0,MD,1,24.655870445363366,25.875077574781212,1.2192071294178461
491,491.0,MD,1,24.70618854831308,25.92576778202989,1.2195792337168108
492,492.0,MD,1,24.756506651262793,25.976495241405143,1.21998859014235
493,493.0,MD,1,24.806824754212503,26.02731252643128,1.2204877722187781
494,494.0,MD,1,24.857142857162216,26.078124633581425,1.2209817764192081
495,495.0,MD,1,24.907460960111926,26.128974045537817,1.2215130854258902
496,496.0,MD,1,24.95777906306164,26.179814981332218,1.2220359182705778
497,497.0,MD,1,25.00809716601135,26.230724007484174,1.2226268414728239
498,498.0,MD,1,25.058415268961063,26.28160702910143,1.2231917601403666
499,499.0,MD,1,25.10873337191077,26.332525380686874,1.2237920087761047
500,500.0,MD,1,25.15905147486048,26.38344522762057,1.2243937527600899
501,501.0,MD,1,25.209369577810186,26.434486954103942,1.2251173762937562
502,502.0,MD,1,25.259687680759892,26.48547666307551,1.225788982315617
503,503.0,MD,1,25.3100057837096,26.536520737894374,1.2265149541847755
504,504.0,MD,1,25.3603238866593,26.587578062530426,1.2272541758711242
505,505.0,MD,1,25.410641989609,26.63871199114353,1.2280700015345296
506,506.0,MD,1,25.460960092558704,26.689824316321204,1.2288642237624998
507,507.0,MD,1,25.511278195508403,26.74091580614774,1.2296376106393367
508,508.0,MD,1,25.5615962984581,26.791913209267456,1.230316910809357
509,509.0,MD,1,25.611914401407795,26.843058414789372,1.2311440133815772
510,510.0,MD,1,25.66223250435749,26.894126155937517,1.2318936515800267
511,511.0,MD,1,25.712550607307183,26.94530845505443,1.2327578477472478
512,512.0,MD,1,25.762868710256875,26.996525336552132,1.2336566262952573
513,513.0,MD,1,25.813186813206567,27.04827564248704,1.2350888292804747
514,514.0,MD,1,25.863504916156263,27.099455477543813,1.2359505613875506
515,515.0,MD,1,25.913823019105955,27.15054624773476,1.2367232286288043
516,516.0,MD,1,25.96414112205565,27.201481433724236,1.2373403116685857
517,517.0,MD,1,26.01445922500535,27.252421419367153,1.2379621943618027
518,518.0,MD,1,26.06477732795505,27.303175856281555,1.2383985283265062
519,519.0,MD,1,26.11509543090475,27.353937349123736,1.2388419182189878
520,520.0,MD,1,26.165413533854448,27.404681853729457,1.2392683198750092
521,521.0,MD,1,26.21573163680415,27.45542568150704,1.2396940447028904
522,522.0,MD,1,26.266049739753853,27.50604713254743,1.2399973927935761
523,523.0,MD,1,26.31636784270355,27.55658238746002,1.2402145447564692
524,524.0,MD,1,26.36668594565325,27.60699796470052,1.2403120190472698
525,525.0,MD,1,26.41700404860295,27.65743050165019,1.2404264530472382
526,526.0,MD,1,26.46732215155265,27.70766494604798,1.24034279449533
527,527.0,MD,1,26.517640254502354,27.75789457402434,1.2402543195219877
528,528.0,MD,1,26.567958357452053,27.808107635051027,1.2401492775989738
529,529.0,MD,1,26.618276460401752,27.858285300878315,1.2400088404765626
530,530.0,MD,1,26.66859456335145,27.908362190384327,1.239767627032876
531,531.0,MD,1,26.71891266630115,27.958348172449135,1.2394355061479843
532,532.0,MD,1,26.769230769250843,28.008223717089756,1.2389929478389128
533,533.0,MD,1,26.81954887220054,28.058150167613537,1.2386012954129981
534,534.0,MD,1,26.869866975150234,28.10793618506199,1.2380692099117567
535,535.0,MD,1,26.92018507809993,28.157703375506976,1.2375182974070462
536,536.0,MD,1,26.970503181049622,28.20743892040354,1.2369357393539175
537,537.0,MD,1,27.020821283999318,28.257193133499005,1.2363718494996867
538,538.0,MD,1,27.07113938694901,28.306806490068325,1.2356671031193152
539,539.0,MD,1,27.121457489898706,28.356333813446014,1.234876323547308
540,540.0,MD,1,27.1717755928484,28.4058196790455,1.2340440861970983
541,541.0,MD,1,27.222093695798094,28.45537656679624,1.2332828709981456
542,542.0,MD,1,27.27241179874779,28.504827871421277,1.2324160726734874
543,543.0,MD,1,27.322729901697485,28.55435341837934,1.2316235166818537
544,544.0,MD,1,27.373048004647178,28.603886007824215,1.2308380031770376
545,545.0,MD,1,27.423366107596873,28.653491495621946,1.2301253880250727
546,546.0,MD,1,27.473684210546566,28.702949127543356,1.2292649169967902
547,547.0,MD,1,27.524002313496258,28.75236436268531,1.2283620491890517
548,548.0,MD,1,27.574320416445953,28.801627311383342,1.2273068949373886
549,549.0,MD,1,27.624638519395653,28.85094553361679,1.2263070142211383
550,550.0,MD,1,27.674956622345352,28.900104808761153,1.225148186415801
551,551.0,MD,1,27.72527472529505,28.949292322543492,1.2240175972484408
552,552.0,MD,1,27.77559282824475,28.99845646545869,1.2228636372139405
553,553.0,MD,1,27.825910931194446,29.04767532923509,1.2217643980406443
554,554.0,MD,1,27.876229034144142,29.096787833673844,1.2205587995297016
555,555.0,MD,1,27.926547137093834,29.14588091056189,1.2193337734680547
556,556.0,MD,1,27.976865240043526,29.19492582177285,1.218060581729322
557,557.0,MD,1,28.027183342993215,29.244053706958578,1.2168703639653629
558,558.0,MD,1,28.077501445942907,29.293124913153274,1.2156234672103672
559,559.0,MD,1,28.127819548892603,29.342249726453154,1.2144301775605513
560,560.0,MD,1,28.178137651842295,29.3914245102952,1.2132868584529035
561,561.0,MD,1,28.228455754791987,29.44066866559456,1.2122129108025739
562,562.0,MD,1,28.278773857741683,29.489849676103113,1.2110758183614294
563,563.0,MD,1,28.329091960691375,29.538986532225795,1.20989457153442
564,564.0,MD,1,28.37941006364107,29.588113600679918,1.208703537038847
565,565.0,MD,1,28.429728166590763,29.63731709110517,1.2075889245144076
566,566.0,MD,1,28.480046269540452,29.68644842710348,1.2064021575630264
567,567.0,MD,1,28.53036437249014,29.73562996515241,1.2052655926622684
568,568.0,MD,1,28.580682475439826,29.784855205691255,1.204172730251429
569,569.0,MD,1,28.631000578389514,29.834135239726894,1.20313466133738
570,570.0,MD,1,28.6813186813392,29.8833849263423,1.202066245003099
571,571.0,MD,1,28.731636784288888,29.93267639201413,1.2010396077252423
572,572.0,MD,1,28.781954887238577,29.982001779374336,1.2000468921357594
573,573.0,MD,1,28.832272990188265,30.031404157511137,1.1991311673228715
574,574.0,MD,1,28.882591093137954,30.080757698248163,1.1981666051102096
575,575.0,MD,1,28.932909196087643,30.130247240235303,1.19733804414766
576,576.0,MD,1,28.98322729903733,30.179819047637277,1.1965917485999462
577,577.0,MD,1,29.033545401987016,30.229160861823342,1.1956154598363256
578,578.0,MD,1,29.0838635049367,30.27869574508763,1.1948322401509301
579,579.0,MD,1,29.13418160788638,30.32819151208795,1.1940099042015717
580,580.0,MD,1,29.18449971083606,30.37765414076212,1.1931544299260608
581,581.0,MD,1,29.23481781378574,30.427101456596468,1.1922836428107288
582,582.0,MD,1,29.28513591673542,30.476409570653175,1.1912736539177544
583,583.0,MD,1,29.335454019685095,30.525740842661413,1.1902868229763186
584,584.0,MD,1,29.385772122634773,30.57510316452752,1.1893310418927463
585,585.0,MD,1,29.436090225584447,30.624446700497952,1.1883564749135047
586,586.0,MD,1,29.48640832853412,30.673712975199372,1.1873046466652504
587,587.0,MD,1,29.536726431483796,30.722951326727554,1.1862248952437575
588,588.0,MD,1,29.587044534433467,30.77216222175231,1.1851176873188436
589,589.0,MD,1,29.637362637383138,30.821414866099172,1.184052228716034
590,590.0,MD,1,29.6876807403328,30.87064373796746,1.1829629976346574
591,591.0,MD,1,29.73799884328247,30.91990638261805,1.1819075393355796
592,592.0,MD,1,29.788316946232133,30.969186730123248,1.180869783891115
593,593.0,MD,1,29.8386350491818,31.018530394885833,1.1798953457040326
594,594.0,MD,1,29.888953152131464,31.067853251803083,1.178900099671619
595,595.0,MD,1,29.93927125508113,31.11712094416954,1.1778496890884078
596,596.0,MD,1,29.9895893580308,31.166317117563214,1.1767277595324153
597,597.0,MD,1,30.039907460980466,31.21559786680858,1.1756904058281137
598,598.0,MD,1,30.09022556393013,31.264884636978156,1.1746590730480264
599,599.0,MD,1,30.140543666879797,31.314161518992744,1.1736178521129474
600,600.0,MD,1,30.190861769829468,31.363486536382425,1.172624766552957
601,601.0,MD,1,30.241179872779142,31.412846052111885,1.1716661793327425
602,602.0,MD,1,30.291497975728817,31.462215117887748,1.1707171421589315
603,603.0,MD,1,30.341816078678487,31.511612364978873,1.169796286300386
604,604.0,MD,1,30.392134181628162,31.56104473554895,1.1689105539207887
605,605.0,MD,1,30.442452284577833,31.61052074795763,1.1680684633797966
606,606.0,MD,1,30.4927703875275,31.660004093697076,1.1672337061695757
607,607.0,MD,1,30.54308849047717,31.709557148477426,1.1664686580002552
608,608.0,MD,1,30.593406593426838,31.759229151525187,1.1658225580983483
609,609.0,MD,1,30.643724696376506,31.808781616244094,1.1650569198675882
610,610.0,MD,1,30.694042799326173,31.858492719677205,1.1644499203510321
611,611.0,MD,1,30.74436090227584,31.90819256037473,1.1638316580988892
612,612.0,MD,1,30.794679005225504,31.957920692252927,1.1632416870274227
613,613.0,MD,1,30.844997108175168,32.007671171751824,1.162674063576656
614,614.0,MD,1,30.895315211124828,32.0575246623412,1.1622094512163734
615,615.0,MD,1,30.945633314074488,32.107348192632536,1.1617148785580476
616,616.0,MD,1,30.995951417024152,32.1571598465747,1.1612084295505483
617,617.0,MD,1,31.046269519973816,32.20703951924868,1.1607699992748657
618,618.0,MD,1,31.096587622923476,32.25699579493774,1.160408172014261
619,619.0,MD,1,31.14690572587314,32.306948980434456,1.160043254561316
620,620.0,MD,1,31.1972238288228,32.35689895539422,1.1596751265714218
621,621.0,MD,1,31.247541931772464,32.406902982382874,1.1593610506104106
622,622.0,MD,1,31.29786003472213,32.45692290840377,1.1590628736816377
623,623.0,MD,1,31.348178137671795,32.50700263907289,1.1588245014010923
624,624.0,MD,1,31.39849624062146,32.557162898158495,1.1586666575370366
625,625.0,MD,1,31.44881434357112,32.60706864388746,1.1582543003163401
626,626.0,MD,1,31.49913244652078,32.65716614328628,1.1580336967655036
627,627.0,MD,1,31.549450549470443,32.707294447990265,1.1578438985198218
628,628.0,MD,1,31.599768652420106,32.75751578152836,1.1577471291082553
629,629.0,MD,1,31.650086755369767,32.80773794975722,1.1576511943874515
630,630.0,MD,1,31.700404858319427,32.85796398328362,1.157559124964191
631,631.0,MD,1,31.750722961269087,32.9081688142685,1.1574458529994125
632,632.0,MD,1,31.801041064218747,32.95835493866057,1.1573138744418223
633,633.0,MD,1,31.851359167168415,33.008443777994394,1.1570846108259794
634,634.0,MD,1,31.901677270118082,33.058783745847236,1.1571064757291545
635,635.0,MD,1,31.951995373067746,33.1091084942709,1.1571131212031531
636,636.0,MD,1,32.00231347601741,33.1594087365424,1.15709526052499
637,637.0,MD,1,32.05263157896708,33.209562010700196,1.156930431733116
638,638.0,MD,1,32.10294968191674,33.25984215654366,1.1568924746269218
639,639.0,MD,1,32.15326778486641,33.31010165774639,1.1568338728799787
640,640.0,MD,1,32.20358588781607,33.36039298551775,1.1568070977016802
641,641.0,MD,1,32.253903990765735,33.411733089217144,1.1578290984514084
642,642.0,MD,1,32.30422209371541,33.462053663466655,1.1578315697512451
643,643.0,MD,1,32.35454019666507,33.51244400236219,1.1579038056971171
644,644.0,MD,1,32.40485829961474,33.562898320317245,1.1580400207025079
645,645.0,MD,1,32.455176402564405,33.61325662616269,1.158080223598283
646,646.0,MD,1,32.50549450551407,33.66381710447061,1.1583225989565378
647,647.0,MD,1,32.55581260846374,33.71440116445238,1.1585885559886435
648,648.0,MD,1,32.6061307114134,33.765109836250375,1.158979124836975
649,649.0,MD,1,32.65644881436307,33.81558104410183,1.1591322297387663
650,650.0,MD,1,32.706766917312734,33.86627178411489,1.159504866802159
651,651.0,MD,1,32.7570850202624,33.916998612052666,1.1599135917902643
652,652.0,MD,1,32.80740312321207,33.967770270249254,1.160367147037185
653,653.0,MD,1,32.857721226161736,34.01851063469172,1.1607894085299861
654,654.0,MD,1,32.9080393291114,34.06930860956577,1.1612692804543698
655,655.0,MD,1,32.95835743206107,34.12011073953936,1.1617533074782926
656,656.0,MD,1,33.00867553501074,34.1709337073094,1.1622581722986638
657,657.0,MD,1,33.05899363796041,34.22152386929483,1.162530231334415
658,658.0,MD,1,33.10931174091009,34.27240355192085,1.1630918110107658
659,659.0,MD,1,33.15962984385976,34.323278273531415,1.1636484296716532
660,660.0,MD,1,33.209947946809436,34.37418625870534,1.1642383118959074
661,661.0,MD,1,33.2602660497591,34.42505354127787,1.1647874915187657
662,662.0,MD,1,33.31058415270878,34.47598863849711,1.1654044857883292
663,663.0,MD,1,33.36090225565845,34.52686829479191,1.1659660391334583
664,664.0,MD,1,33.411220358608126,34.577714693793055,1.1664943351849288
665,665.0,MD,1,33.4615384615578,34.62856329256084,1.1670248310030402
666,666.0,MD,1,33.51185656450748,34.6794130067648,1.1675564422573146
667,667.0,MD,1,33.562174667457164,34.73022370531928,1.1680490378621187
668,668.0,MD,1,33.61249277040684,34.78102011368282,1.1685273432759828
669,669.0,MD,1,33.66281087335651,34.831774024036704,1.1689631506801916
670,670.0,MD,1,33.71312897630619,34.88247641311104,1.1693474368048555
671,671.0,MD,1,33.76344707925587,34.933200442500215,1.1697533632443466
672,672.0,MD,1,33.81376518220556,34.98393958391857,1.1701744017130125
673,673.0,MD,1,33.864083285155246,35.03382395799715,1.169740672841904
674,674.0,MD,1,33.914401388104935,35.0845284270092,1.170127038904262
675,675.0,MD,1,33.96471949105462,35.13518910831679,1.1704696172621638
676,676.0,MD,1,34.01503759400431,35.185755682371095,1.1707180883667831
677,677.0,MD,1,34.06535569695399,35.236345494566265,1.1709897976122718
678,678.0,MD,1,34.11567379990368,35.28694815795742,1.1712743580537364
679,679.0,MD,1,34.165991902853364,35.33747939029221,1.1714874874388457
680,680.0,MD,1,34.216310005803045,35.38805829203373,1.171748286230688
681,681.0,MD,1,34.266628108752734,35.43854630818012,1.1719181994273882
682,682.0,MD,1,34.31694621170242,35.48905199497417,1.1721057832717463
683,683.0,MD,1,34.36726431465211,35.53950466534839,1.1722403506962777
684,684.0,MD,1,34.41758241760181,35.589971474469,1.1723890568671962
685,685.0,MD,1,34.46790052055151,35.64028205687265,1.17238153632114
686,686.0,MD,1,34.518218623501205,35.69067573404674,1.1724571105455368
687,687.0,MD,1,34.56853672645091,35.74095211117899,1.1724153847280832
688,688.0,MD,1,34.618854829400604,35.79122255563261,1.1723677262320038
689,689.0,MD,1,34.6691729323503,35.841447810004894,1.1722748776545941
690,690.0,MD,1,34.7194910353,35.89150141088252,1.1720103755825164
691,691.0,MD,1,34.769809138249705,35.94146176726755,1.1716526290178422
692,692.0,MD,1,34.82012724119941,35.991428669657175,1.1713014284577667
693,693.0,MD,1,34.870445344149104,36.04129014951741,1.1708448053683043
694,694.0,MD,1,34.92076344709881,36.09118993807616,1.1704264909773556
695,695.0,MD,1,34.97108155004851,36.14103673321111,1.1699551831625996
696,696.0,MD,1,35.021399652998205,36.19084358833858,1.1694439353403752
697,697.0,MD,1,35.0717177559479,36.24055620695882,1.1688384510109202
698,698.0,MD,1,35.1220358588976,36.29033071699581,1.1682948580982142
699,699.0,MD,1,35.17235396184729,36.34002204510047,1.1676680832531758
700,700.0,MD,1,35.22267206479699,36.38970415897612,1.1670320941791346
701,701.0,MD,1,35.272990167746684,36.43933653696493,1.166346369218246
702,702.0,MD,1,35.32330827069639,36.48906549319167,1.1657572224952801
703,703.0,MD,1,35.37362637364608,36.53875030171647,1.1651239280703862
704,704.0,MD,1,35.42394447659578,36.58846965237747,1.1645251757816908
705,705.0,MD,1,35.47426257954547,36.63832285698427,1.1640602774388
706,706.0,MD,1,35.524580682495156,36.68801065858226,1.1634299760871016
707,707.0,MD,1,35.574898785444844,36.73756985426606,1.1626710688212185
708,708.0,MD,1,35.62521688839453,36.78705601712248,1.161839128727948
709,709.0,MD,1,35.67553499134422,36.83640995617218,1.1608749648279613
710,710.0,MD,1,35.7258530942939,36.88577762569154,1.1599245313976354
711,711.0,MD,1,35.776171197243585,36.93507902697805,1.158907829734467
712,712.0,MD,1,35.826489300193266,36.984428532582264,1.1579392323889977
713,713.0,MD,1,35.87680740314295,37.0337115750299,1.15690417188695
714,714.0,MD,1,35.92712550609263,37.08301530756671,1.155889801474082
715,715.0,MD,1,35.97744360904231,37.13230093027283,1.1548573212305158
716,716.0,MD,1,36.02776171199199,37.18157168478835,1.1538099727963598
717,717.0,MD,1,36.07807981494167,37.23086268820525,1.1527828732635825
718,718.0,MD,1,36.12839791789134,37.28012844469782,1.1517305268064817
719,719.0,MD,1,36.178716020841016,37.329459380699966,1.15074335985895
720,720.0,MD,1,36.22903412379069,37.3789249612498,1.149890837459111
721,721.0,MD,1,36.27935222674037,37.428363746703354,1.1490115199629827
722,722.0,MD,1,36.32967032969005,37.477957979847766,1.1482876501577124
723,723.0,MD,1,36.379988432639735,37.52754023129537,1.147551798655634
724,724.0,MD,1,36.43030653558942,37.57717907838101,1.1468725427915842
725,725.0,MD,1,36.48062463853911,37.62688248570735,1.1462578471682363
726,726.0,MD,1,36.5309427414888,37.6767672859659,1.145824544477101
727,727.0,MD,1,36.58126084443849,37.72673029775551,1.1454694533170198
728,728.0,MD,1,36.63157894738818,37.77680551328721,1.14522656589903
729,729.0,MD,1,36.68189705033787,37.82688433495978,1.1449872846219122
730,730.0,MD,1,36.732215153287555,37.87719930314853,1.1449841498609743
731,731.0,MD,1,36.78253325623724,37.92753482809193,1.1450015718546922
732,732.0,MD,1,36.832851359186925,37.97796494854807,1.145113589361145
733,733.0,MD,1,36.88316946213662,38.02816379638775,1.1449943342511304
734,734.0,MD,1,36.93348756508631,38.078444268475394,1.1449567033890844
735,735.0,MD,1,36.983805668036,38.128639384741234,1.1448337167052358
736,736.0,MD,1,37.03412377098569,38.17875649056393,1.1446327195782402
737,737.0,MD,1,37.08444187393537,38.22867658224197,1.1442347083065982
738,738.0,MD,1,37.13475997688505,38.27862666046302,1.1438666835779685
739,739.0,MD,1,37.185078079834724,38.32860196343655,1.1435238836018229
740,740.0,MD,1,37.235396182784406,38.378618574286286,1.1432223915018795
741,741.0,MD,1,37.28571428573408,38.42861301585823,1.142898730124152
742,742.0,MD,1,37.33603238868376,38.478830069548394,1.142797680864632
743,743.0,MD,1,37.38635049163344,38.529028659883735,1.142678168250292
744,744.0,MD,1,37.43666859458312,38.5792948420817,1.1426262474985833
745,745.0,MD,1,37.48698669753279,38.62953832099465,1.1425516234618556
746,746.0,MD,1,37.53730480048247,38.67964052170894,1.1423357212264733
747,747.0,MD,1,37.58762290343215,38.72970324027156,1.1420803368394132
748,748.0,MD,1,37.63794100638182,38.77978202272619,1.1418410163443653
749,749.0,MD,1,37.6882591093315,38.8298010532687,1.1415419439372059
750,750.0,MD,1,37.738577212281164,38.87983552677426,1.1412583144930935
751,751.0,MD,1,37.78889531523084,38.92991371905093,1.141018403820091
752,752.0,MD,1,37.839213418180506,38.9800701027391,1.1408566845585923
753,753.0,MD,1,37.88953152113017,39.0296314683528,1.1400999472226232
754,754.0,MD,1,37.93984962407984,39.07981663462035,1.1399670105405093
755,755.0,MD,1,37.99016772702951,39.12985259265287,1.1396848656233587
756,756.0,MD,1,38.040485829979175,39.179808584760394,1.1393227547812188
757,757.0,MD,1,38.090803932928836,39.22963711218745,1.1388331792586115
758,758.0,MD,1,38.1411220358785,39.27925500693262,1.1381329710541195
759,759.0,MD,1,38.19144013882817,39.32899053842369,1.1375503995955185
760,760.0,MD,1,38.24175824177784,39.37886251733022,1.1371042755523817
761,761.0,MD,1,38.2920763447275,39.428776984980395,1.1367006402528972
762,762.0,MD,1,38.34239444767716,39.47851858151159,1.1361241338344286
763,763.0,MD,1,38.39271255062681,39.52820346333605,1.135490912709237
764,764.0,MD,1,38.44303065357647,39.577844230866994,1.1348135772905223
765,765.0,MD,1,38.493348756526125,39.6275834669929,1.134234710466778
766,766.0,MD,1,38.54366685947578,39.67774053126575,1.1340736717899702
767,767.0,MD,1,38.59398496242543,39.72778322607419,1.1337982636487567
768,768.0,MD,1,38.644303065375084,39.77780423615024,1.1335011707751548
