time_ps,comparison,error_isolated,max_abs_displacement_error_nm,rms_displacement_error_nm,max_abs_velocity_error_nm_per_ps,rms_velocity_error_nm_per_ps
0.0,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,0.0,0.0,0.0,0.0
0.002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,7.701831835488226e-09,6.2884568801582845e-09,3.850915917744113e-06,3.1442284400791605e-06
0.004,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,3.0790462008170594e-08,2.5139307543572534e-08,1.1544315086341184e-05,9.425425337300635e-06
0.006,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,6.921535656949362e-08,5.65090448053449e-08,1.9212447280661515e-05,1.5684868714943077e-05
0.008,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.2289249921686174e-07,1.003253326174139e-07,2.6838571323684057e-05,2.190814437804784e-05
0.01,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.917046995730809e-07,1.564872680628233e-07,3.440610017810958e-05,2.8080969414678437e-05
0.012,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,2.755020244542272e-07,2.2486574816508845e-07,4.1898662440573164e-05,3.4189244725414346e-05
0.014,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,3.7410234780994867e-07,3.053039372627041e-07,4.930016167786072e-05,4.02191054358288e-05
0.016,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,4.872920139498832e-07,3.976178307139489e-07,5.6594833069967265e-05,4.615696920192362e-05
0.018000000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,6.148266144291592e-07,5.015969155633632e-07,6.3767300239638e-05,5.198958484391712e-05
0.02,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,7.564318790925784e-07,6.170049288061732e-07,7.080263233170958e-05,5.7704081313152976e-05
0.022,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,9.118046742397079e-07,7.435807064813004e-07,7.768639757356477e-05,6.328801329356473e-05
0.024,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.0806140719483298e-06,8.810390908129833e-07,8.440469885431096e-05,6.872939044196692e-05
0.026000000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.26250255273741e-06,1.0290719565310746e-06,9.094424039454013e-05,7.401673720170073e-05
0.028,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4570872701059195e-06,1.1873492853931226e-06,9.729235868425473e-05,7.913911717860311e-05
0.03,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6639614006646458e-06,1.3555203150579748e-06,0.00010343706527936314,8.408617061591744e-05
0.032,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.882695569744089e-06,1.533214752860238e-06,0.00010936708453972155,8.884814718482825e-05
0.034,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,2.112839349859008e-06,1.7200440528997467e-06,0.0001150718900574596,9.341593802397804e-05
0.036000000000000004,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,2.353922816084042e-06,1.915602741143809e-06,0.00012054173311251692,9.778110018737476e-05
0.038,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,2.6054581284164213e-06,2.1194697605899883e-06,0.00012576765616618968,0.00010193586719896881
0.04,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,2.866941205405954e-06,2.3312099026899947e-06,0.00013074153849476633,0.00010587319270219296
0.042,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,3.137853397875215e-06,2.550375233346611e-06,0.00013545609623463045,0.00010958674843197405
0.044,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,3.417663196912668e-06,2.7765065501811302e-06,0.0001399048995187266,0.00011307094058231935
0.046,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,3.7058279648959774e-06,3.009134861341388e-06,0.00014408238399165468,0.00011632092140913482
0.048,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,4.0017956875193494e-06,3.247782885134865e-06,0.000147983861311686,0.00011933260057480567
0.05,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,4.3050067197996505e-06,3.4919665439352502e-06,0.00015160551614015055,0.00012210264338703586
0.052000000000000005,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,4.614895500028304e-06,3.7411964277236483e-06,0.00015494439011432687,0.00012462845692600563
0.054,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,4.930892311228591e-06,3.994979310957297e-06,0.00015799840560014322,0.00012690821795592337
0.056,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,5.25242497311125e-06,4.252819603032859e-06,0.00016076633094132958,0.0001289408414537716
0.058,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,5.578920518677782e-06,4.5142207900098935e-06,0.00016324777278326624,0.00013072597803840088
0.06,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,5.909806840013326e-06,4.778686853573916e-06,0.00016544316066777198,0.00013226400464888828
0.062,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,6.2445143010694815e-06,5.04572366650237e-06,0.00016735373052807756,0.0001335560151061872
0.064,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,6.582477275297177e-06,5.314840321208502e-06,0.00016898148711384786,0.00013460378948113648
0.066,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,6.923135645498998e-06,5.585550432904792e-06,0.0001703291851009106,0.0001354097843967719
0.068,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,7.265936249884267e-06,5.8573734019682785e-06,0.00017140030219263414,0.00013597711606680847
0.07,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,7.610334245098521e-06,6.129835605454489e-06,0.00017219899760712726,0.00013630952896901953
0.07200000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,7.95579440378627e-06,6.402471537683414e-06,0.00017273007934387463,0.00013641137491202676
0.074,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,8.301792342459494e-06,6.67482489731227e-06,0.00017299896933661157,0.00013628759140553332
0.076,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,8.647815670061523e-06,6.9464496116931505e-06,0.00017301166380101485,0.00013594367619015077
0.078,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,8.9933650304682e-06,7.216910768990713e-06,0.00017277468020333864,0.00013538564820225665
0.08,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,9.337955093901423e-06,7.48578552107481e-06,0.00017229503171661137,0.00013462004025784882
0.082,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,9.681115435179743e-06,7.752663889158255e-06,0.0001715801706391601,0.00013365385956878005
0.084,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.0022391327250274e-05,8.017149503604249e-06,0.00017063794603526528,0.00013249456492795658
0.08600000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.0361344444512373e-05,8.2788602731145e-06,0.00016947655863105288,0.0001311500429826976
0.088,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.0697553476051933e-05,8.53742898470671e-06,0.00016810451576977636,0.00012962858680923956
0.09,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.1030614636539995e-05,8.792503819284374e-06,0.00016653058024403145,0.0001279388692175359
0.092,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.1360142090036107e-05,9.043748800699555e-06,0.0001647637267480559,0.00012608992693135797
0.094,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.1685768283233033e-05,9.290844175942212e-06,0.0001628130965984631,0.00012409114610783555
0.096,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.2007144181606401e-05,9.533486716901495e-06,0.00016068794918668722,0.0001219522464541957
0.098,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.2323939419117864e-05,9.771389955881295e-06,0.00015839761875573177,0.00011968327462213941
0.1,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.2635842359931364e-05,1.0004284353920784e-05,0.00015595147040674967,0.00011729460105197736
0.10200000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.2942560072963863e-05,1.0231917402134076e-05,0.0001533588565162461,0.0001147969215092018
0.10400000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.3243818224517243e-05,1.0454053657433443e-05,0.00015062907577668982,0.000112201264905624
0.106,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.3539360893377594e-05,1.0670474723361025e-05,0.00014777133443017593,0.000109519011462282
0.108,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.382895030649367e-05,1.088097916776012e-05,0.00014479470655803794,0.0001067619142828273
0.11,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.411236650628988e-05,1.108538238999658e-05,0.00014170809989810795,0.00010394213415584395
0.112,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4389406948991067e-05,1.128351643629249e-05,0.00013852022135059372,0.00010107228191192074
0.114,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4659886035823036e-05,1.1475229765142757e-05,0.0001352395434159881,9.816547043160951e-05
0.116,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4923634591112317e-05,1.1660386973698184e-05,0.0001318742776446405,9.523538109889737e-05
0.11800000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5180499285320607e-05,1.1838868483859594e-05,0.00012843234710414875,9.229633849815843e-05
0.12,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5430342004421616e-05,1.2010570188993384e-05,0.00012492135955050054,8.936339366873074e-05
0.122,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.567303918054066e-05,1.2175403073696588e-05,0.00012134858805951804,8.645241911262353e-05
0.124,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5908481084637646e-05,1.2333292806890449e-05,0.00011772095204849731,8.358020595112684e-05
0.126,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6136571080999258e-05,1.248417930711768e-05,0.00011404499818080255,8.076455652570363e-05
0.128,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.635722485151484e-05,1.262801628707766e-05,0.00011032688525779155,7.802436599453788e-05
0.13,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.65703696140369e-05,1.2764770798760904e-05,0.00010657238126102891,7.537968395732713e-05
0.132,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.677594330165913e-05,1.289442274708475e-05,0.0001027868438111118,7.285171545411262e-05
0.134,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.697389374119042e-05,1.3016964407261007e-05,9.897521976564433e-05,7.046276215650547e-05
0.136,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7164177826202616e-05,1.313239994091784e-05,9.514204250609531e-05,6.823605639543867e-05
0.138,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7346760685706814e-05,1.3240744909969197e-05,9.129142975210225e-05,6.619545711039329e-05
0.14,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7521614848664546e-05,1.3342025787451586e-05,8.742708147886635e-05,6.436497710308287e-05
0.14200000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7688719424552996e-05,1.3436279484609716e-05,8.355228794422465e-05,6.276812628258377e-05
0.14400000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.784805930386997e-05,1.3523552896044021e-05,7.96699396584874e-05,6.142706814696694e-05
0.146,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7999624353145886e-05,1.3603902436275687e-05,7.578252463795454e-05,6.0361624069692354e-05
0.148,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.814340864788981e-05,1.3677393610400151e-05,7.402195747145679e-05,5.958821788664993e-05
0.15,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8279409729584847e-05,1.3744100603591763e-05,7.612515579626805e-05,5.911886971353739e-05
0.152,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8407627885561918e-05,1.3804105886285673e-05,7.822823892448746e-05,5.896038769458686e-05
0.154,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.852806545336958e-05,1.3857499835756626e-05,8.032843320008448e-05,5.911389320638071e-05
0.156,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8640726179490127e-05,1.3904380404263949e-05,8.242286631785292e-05,5.957476373106589e-05
0.158,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8745614606207207e-05,1.3944852804580989e-05,8.450857465105294e-05,6.033301464762241e-05
0.16,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8842735488137224e-05,1.3979029213658585e-05,8.658251192589922e-05,6.137405987947896e-05
0.162,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8932093265896024e-05,1.4007028522253827e-05,8.864154632716101e-05,6.267972052837765e-05
0.164,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9013691583230803e-05,1.4028976115268452e-05,9.068246485351844e-05,6.422934172695141e-05
0.166,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9087532843347667e-05,1.4045003676971022e-05,9.270198255355994e-05,6.600088327550187e-05
0.168,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9153617805303495e-05,1.4055249021496654e-05,9.469675297363658e-05,6.797188102020628e-05
0.17,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9211945252241812e-05,1.4059855981595092e-05,9.666336084487165e-05,7.012020427392319e-05
0.17200000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9262511696281626e-05,1.4058974317435249e-05,9.859833562076564e-05,7.242462515205729e-05
0.17400000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9305311120377134e-05,1.4052759645531437e-05,0.00010049816700737763,7.486520069331674e-05
0.176,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9340334787551917e-05,1.4041373418929108e-05,0.00010235930286901437,7.742347672154651e-05
0.178,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9367571098767838e-05,1.4024982938773935e-05,0.00010417815686459761,8.00825747951649e-05
0.18,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9387005493188853e-05,1.4003761389806468e-05,0.00010595112206492063,8.282719457051606e-05
0.182,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.939862038889033e-05,1.397788789775973e-05,0.0001076745866761819,8.564355791845919e-05
0.184,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.940239518322985e-05,1.394754762792431e-05,0.00010934493585926242,8.851930088461313e-05
0.186,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9398306320191332e-05,1.3912931930515491e-05,0.00011300297701830747,9.144333643392103e-05
0.188,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.938632735118146e-05,1.387423845924107e-05,0.0001185013142101024,9.440576821666509e-05
0.19,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9366429077262264e-05,1.3831671349557356e-05,0.00012395036319513483,9.739773687583432e-05
0.192,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9338579728902724e-05,1.3785441411835285e-05,0.0001293478822050019,0.00010041130104498897
0.194,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.930274518251781e-05,1.3735766336888058e-05,0.0001346915692430027,0.00010343932798501162
0.196,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.925888920543484e-05,1.3682870904755126e-05,0.00013997906677396324,0.0001064754007401689
0.198,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9206973728723214e-05,1.3626987195346223e-05,0.00014520796649559325,0.00010951373525092192
0.2,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9146959193584853e-05,1.3568354837700351e-05,0.00015037574819685637,0.00011254906023792642
0.202,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9078804896290524e-05,1.3507221226729635e-05,0.00015547981696952332,0.00011557657406893305
0.20400000000000001,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.9002469348120866e-05,1.3443841721573948e-05,0.0001605175174298687,0.00011859189415387062
0.20600000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8917910683805732e-05,1.3378479848092779e-05,0.00016548610245114767,0.00012159098140666964
0.20800000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8825087093284933e-05,1.3311407477739859e-05,0.00017038272709163013,0.000124570087861759
0.21,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8723957266838934e-05,1.3242904968654538e-05,0.00017520445669272355,0.00012752572013839423
0.212,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8614480846459785e-05,1.3173261258392762e-05,0.00017994828305960622,0.00013045461353656344
0.214,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8496618880894347e-05,1.3102773901383213e-05,0.00018461114226729636,0.00013335371144593684
0.216,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8370334317396875e-05,1.3031749063069634e-05,0.00018918987901945725,0.0001362201096822275
0.218,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.823559253834729e-05,1.296050145680997e-05,0.00019368119118017956,0.00013905098930078747
0.22,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8092361783199904e-05,1.288935412867993e-05,0.00019808181497609975,0.0001418437256495685
0.222,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7940613680260398e-05,1.2818638207350027e-05,0.00020238836877586874,0.00014459575372464863
0.224,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7780323737598587e-05,1.2748692518749396e-05,0.00020659741755682135,0.0001473045943245414
0.226,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7611471833821747e-05,1.2679863078545564e-05,0.0002107054736331243,0.00014996783608874144
0.228,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.743404269471168e-05,1.2612502445785624e-05,0.00021470901588604963,0.00015258313237962695
0.23,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7248026363445316e-05,1.2546968930294203e-05,0.00021860449309725106,0.00015514818803223898
0.232,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.705341868142178e-05,1.2483625643758378e-05,0.00022238829558169477,0.00015766072461941005
0.234,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6850221717260602e-05,1.2422839372757029e-05,0.00022605682355007718,0.0001601185163100485
0.23600000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.66384442040747e-05,1.2364979281342256e-05,0.00022960645598701923,0.0001625193553058102
0.23800000000000002,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.64181019544917e-05,1.2310415430397763e-05,0.0002330335648367647,0.000164861050839989
0.24,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.618921825358139e-05,1.2259517113696186e-05,0.0002363345255490014,0.0001671414264864377
0.242,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5951824223836748e-05,1.2212651015209444e-05,0.0002395057343857615,0.0001693583231433994
0.244,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5705959168092526e-05,1.2170179195533988e-05,0.00024254361286274798,0.0001715095937084509
0.246,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5451670902937845e-05,1.2132456914664431e-05,0.00024544458921381407,0.0001735930824884524
0.248,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5189016037785716e-05,1.2099830320050624e-05,0.0002482051507358106,0.00017560665553155528
0.25,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4918060243653323e-05,1.2072634014441405e-05,0.0002508218207770453,0.00017754817853985475
0.252,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.4877490922827075e-05,1.2051188537280103e-05,0.0002532911707849358,0.00017941552046332363
0.254,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5101387338597831e-05,1.2035797795375062e-05,0.00025560982933481996,0.0001812065557854427
0.256,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.53215657388954e-05,1.202674648565319e-05,0.00025777449486107454,0.00018291917018604126
0.258,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.5537815621369418e-05,1.2024297548417326e-05,0.00025978193129083324,0.0001845512551882937
0.26,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.574993006838235e-05,1.2028689697898296e-05,0.00026162896687477455,0.00018610070598187176
0.262,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.595770599630269e-05,1.2040135090982803e-05,0.0002633125204664494,0.00018756543898705325
0.264,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6160944354529777e-05,1.2058817165092543e-05,0.00026482958733571246,0.00018894338238764386
0.266,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6359450301657585e-05,1.2084888698536326e-05,0.000266177244734149,0.00019023248117427897
0.268,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6553033358873703e-05,1.2118470135784398e-05,0.00026735265792453625,0.00019143070333954595
0.27,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6741507542442774e-05,1.21596482154488e-05,0.00026835308786655326,0.00019253604799015627
0.272,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.6924691453310166e-05,1.2208474919198757e-05,0.0002691758828523433,0.00019354654348679236
0.274,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7102408331004168e-05,1.2264966763054117e-05,0.0002698184742811957,0.00019446024927306373
0.276,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7274486105996884e-05,1.2329104460125752e-05,0.00027027839839040627,0.00019527527593344806
0.278,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.744075739686015e-05,1.2400832927950571e-05,0.0002705532780714927,0.00019598977935998845
0.28,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.760105948187332e-05,1.24800616459575e-05,0.0002706408252992065,0.000196601969540786
0.28200000000000003,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7755234243364663e-05,1.2566665344727553e-05,0.0002705388423901098,0.00019711011941238535
0.28400000000000003,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.7903128087417945e-05,1.2660485003537607e-05,0.0002702452248587797,0.00019751257557520265
0.28600000000000003,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8044591829174256e-05,1.2761329117595853e-05,0.000269757956214943,0.00019780776454596702
0.28800000000000003,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8179480531287616e-05,1.28689751871218e-05,0.0002690750912255624,0.00019799419232932125
0.29,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8307653350604046e-05,1.2983171426480134e-05,0.0002681947816069591,0.00019807047254592308
0.292,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8428973330182098e-05,1.31036386070685e-05,0.0002671152529343454,0.00019803532377810458
0.294,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8543307172681593e-05,1.3230072015773536e-05,0.00026583480668097154,0.00019788758402933024
0.296,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.8650524988974432e-05,1.336214348354618e-05,0.0002643518172747855,0.00019762622302151384
0.298,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.875050002618419e-05,1.3499503448833496e-05,0.00026266473161567355,0.00019725035714761497
0.3,Quadratic-force nonlinear vs full Lennard-Jones,Force expansion,1.884310837489949e-05,1.3641783020681267e-05,0.0002607720673776723,0.00019675926477470543
0.0,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,0.0,0.0,0.0,0.0
0.002,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.044478283905386e-12,8.528053436261541e-13,5.222391419052591e-10,4.2640267179371205e-10
0.004,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.6703894585509964e-11,1.363820497801402e-11,7.82970815092765e-09,6.39269981768528e-09
0.006,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,8.449884846665231e-11,6.898763582374626e-11,3.389747694083206e-08,2.7674715447411438e-08
0.008,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.6676863569861453e-10,2.1778584839921415e-10,9.113489361604887e-08,7.43991065508712e-08
0.01,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,6.503899122419681e-10,5.309270438816005e-10,1.918106382718665e-07,1.565705994248652e-07
0.012,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.3463720653159451e-09,1.098967119001017e-09,3.4799107653717826e-07,2.840200445901912e-07
0.014,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.489315375060969e-09,2.0316620299507072e-09,5.714716548727017e-07,4.663474775294484e-07
0.016,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,4.236812891977382e-09,3.4574482022817927e-09,8.737487584582065e-07,7.128931459715589e-07
0.018000000000000002,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,6.768754042113241e-09,5.522837289456822e-09,1.2659705750685257e-06,1.0326946896793136e-06
0.02,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.0286474152337594e-08,8.391687890445369e-09,1.758860055111472e-06,1.4344256238764844e-06
0.022,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.5011709006288246e-08,1.224432681067133e-08,2.36261742697641e-06,1.926320110384176e-06
0.024,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.1185657754800233e-08,1.7276727630249127e-08,3.0869743742559935e-06,2.516201635427339e-06
0.026000000000000002,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.9067875808132856e-08,2.3699558082217066e-08,3.941109026666528e-06,3.211417422293545e-06
0.028,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,3.89349937377631e-08,3.173709449452715e-08,4.933558964814039e-06,4.018771966425646e-06
0.03,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,5.107942299394184e-08,4.162611386103357e-08,6.072214628092404e-06,4.9445158734598365e-06
0.032,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,6.580799371229537e-08,5.3614727466705787e-08,7.364285359176548e-06,5.9943166577839105e-06
0.034,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,8.344050421427423e-08,6.796114375157816e-08,8.81625525099225e-06,7.173223381467905e-06
0.036000000000000004,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.0430814473147637e-07,8.493233623729732e-08,1.043382025860129e-05,8.485619195840752e-06
0.038,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.287519298468474e-07,1.0480270903155623e-07,1.2221892557687242e-05,9.935220172641897e-06
0.04,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.5712108240048626e-07,1.2785272263627863e-07,1.418457627681835e-05,1.1525055489993894e-05
0.042,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,1.8977130231709414e-07,1.5436743663170985e-07,1.632510995830394e-05,1.3257425882958956e-05
0.044,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.2706302716887523e-07,1.8463504287469602e-07,1.864586242589228e-05,1.5133898945985603e-05
0.046,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,2.693596730983863e-07,2.189453829662768e-07,2.1148322964757715e-05,1.7155301313892166e-05
0.048,Continuous K=2 Carleman vs quadratic-force nonlinear,Carleman truncation,3.170258345903303e-07,2.575884372950802e-07,2.383308074597329e-05,1.932170448778079e-05
