time_ps,comparison,error_isolated,max_abs_displacement_error_nm,rms_displacement_error_nm,max_abs_velocity_error_nm_per_ps,rms_velocity_error_nm_per_ps
0.032,VQLS vs full Lennard-Jones,Total,9.583094263354575e-06,7.590655597641396e-06,0.00023794409645074704,0.00017628076789343047
0.034,VQLS vs full Lennard-Jones,Total,9.060402037842225e-06,7.124438487249269e-06,0.0003194571253950021,0.00024155495533714004
0.036000000000000004,VQLS vs full Lennard-Jones,Total,8.390310183160887e-06,6.5305836295135455e-06,0.0004066927473959543,0.00030683696082529997
0.038,VQLS vs full Lennard-Jones,Total,7.558851288979804e-06,5.80242420468024e-06,0.0004987065000927812,0.0003773385075773457
0.04,VQLS vs full Lennard-Jones,Total,6.564072405405158e-06,4.957910392959804e-06,0.0005713008406444085,0.0004396443398663553
0.042,VQLS vs full Lennard-Jones,Total,5.4141942803977855e-06,3.997338243285958e-06,0.0006632899708802903,0.0005091927472345747
0.044,VQLS vs full Lennard-Jones,Total,4.102236551197652e-06,2.952577878173881e-06,0.0007473182174582427,0.0005765749555681533
0.046,VQLS vs full Lennard-Jones,Total,2.6393702081788095e-06,1.938355616485388e-06,0.0008324366919460965,0.0006425049439216573
0.048,VQLS vs full Lennard-Jones,Total,2.0917202259045293e-06,1.4458572823155459e-06,0.0009115930605015643,0.0007076712848315858
0.05,VQLS vs full Lennard-Jones,Total,2.9081213170958345e-06,2.1934604815767947e-06,0.0009889080727232963,0.0007696137448539432
0.052000000000000005,VQLS vs full Lennard-Jones,Total,5.073829264815423e-06,3.6257295459134914e-06,0.001082853973859793,0.0008391154832473029
0.054,VQLS vs full Lennard-Jones,Total,7.391551960156655e-06,5.324726983281155e-06,0.0011588613476706151,0.0008999368668207382
0.056,VQLS vs full Lennard-Jones,Total,9.872217070666092e-06,7.199727008079998e-06,0.001240332555254714,0.0009646184243693369
0.058,VQLS vs full Lennard-Jones,Total,1.2490874562575555e-05,9.205019658587657e-06,0.001309328745954727,0.001019923526789091
0.06,VQLS vs full Lennard-Jones,Total,1.5300650277798398e-05,1.136027016870604e-05,0.0014048878576114199,0.0010887907969969993
0.062,VQLS vs full Lennard-Jones,Total,1.822719017999328e-05,1.3624261559058689e-05,0.00146326995109744,0.0011402296038282075
0.064,VQLS vs full Lennard-Jones,Total,2.1315214484455853e-05,1.6012912250448272e-05,0.0015440121522312875,0.0012004801321620294
0.066,VQLS vs full Lennard-Jones,Total,2.4522371196545635e-05,1.8503956089364907e-05,0.0016035783560448894,0.0012508986290867164
0.068,VQLS vs full Lennard-Jones,Total,2.7862735655443272e-05,2.1101709265843726e-05,0.0016701822294488203,0.0013034104708093608
0.07,VQLS vs full Lennard-Jones,Total,3.1275990217076183e-05,2.3775281182378673e-05,0.0017066272808164556,0.001340716381029282
0.07200000000000001,VQLS vs full Lennard-Jones,Total,3.48505174681418e-05,2.65675834378141e-05,0.0017872636255328034,0.0013992925194589358
0.074,VQLS vs full Lennard-Jones,Total,3.853076795100937e-05,2.9445592360404804e-05,0.0018401252414337876,0.0014417209186513916
0.076,VQLS vs full Lennard-Jones,Total,4.229548512797417e-05,3.239728900614612e-05,0.0018823585884823954,0.0014785237766467925
0.078,VQLS vs full Lennard-Jones,Total,4.618372756585217e-05,3.544563442766904e-05,0.001944121218938999,0.001526467941732315
0.08,VQLS vs full Lennard-Jones,Total,5.014879488826748e-05,3.8553807086305565e-05,0.0019825336612076527,0.001556233523798287
0.082,VQLS vs full Lennard-Jones,Total,5.421935648293702e-05,4.174329010673311e-05,0.002035280797334761,0.0015968583018495998
0.084,VQLS vs full Lennard-Jones,Total,5.833362293540707e-05,4.4984060228108594e-05,0.0020571332262350264,0.0016224618660827495
0.08600000000000001,VQLS vs full Lennard-Jones,Total,6.251218096712261e-05,4.8283479973159814e-05,0.002089279015857766,0.001651676232809349
0.088,VQLS vs full Lennard-Jones,Total,6.674561056470036e-05,5.1630104055811885e-05,0.002116714798788874,0.0016753394344056931
0.09,VQLS vs full Lennard-Jones,Total,7.105806254176835e-05,5.5041146561081316e-05,0.0021562259885339885,0.001707450812429402
0.092,VQLS vs full Lennard-Jones,Total,7.539603356701433e-05,5.848756088948544e-05,0.002168985512622984,0.0017250385754945753
0.094,VQLS vs full Lennard-Jones,Total,7.981654192482958e-05,6.199208679521163e-05,0.0022102541789076266,0.0017542075479977798
0.096,VQLS vs full Lennard-Jones,Total,8.421947338415866e-05,6.550400330426204e-05,0.002201465729664537,0.001757953141578845
0.098,VQLS vs full Lennard-Jones,Total,8.86491409947841e-05,6.904313663559697e-05,0.0022148338053127187,0.0017719437763372317
0.1,VQLS vs full Lennard-Jones,Total,9.319048985787165e-05,7.264911712746146e-05,0.0022706744315437732,0.001805314557503742
0.10200000000000001,VQLS vs full Lennard-Jones,Total,9.767291743059811e-05,7.623323530991871e-05,0.0022412137863632234,0.0017947907990728286
0.10400000000000001,VQLS vs full Lennard-Jones,Total,0.00010212551935254903,7.981123137090669e-05,0.0022263009609754594,0.0017920627813571904
0.106,VQLS vs full Lennard-Jones,Total,0.00010661720002036815,8.341361201527554e-05,0.0022458403339095517,0.0018043575660895055
0.108,VQLS vs full Lennard-Jones,Total,0.00011110711204124395,8.702695699662751e-05,0.0022449560104379,0.0018100990311669379
0.11,VQLS vs full Lennard-Jones,Total,0.00011554578806554283,9.061696475131299e-05,0.0022193380121494424,0.0017989281249795274
0.112,VQLS vs full Lennard-Jones,Total,0.00011993545724494747,9.418648136003736e-05,0.0021948345897023144,0.0017892554567744384
0.114,VQLS vs full Lennard-Jones,Total,0.00012430967392037997,9.77527043453396e-05,0.002193630209730048,0.0017884371699961807
0.116,VQLS vs full Lennard-Jones,Total,0.00012862700799895358,0.00010129117175239795,0.002189223531458194,0.0017751115824973542
0.11800000000000001,VQLS vs full Lennard-Jones,Total,0.0001328911474427338,0.00010480605935921062,0.002188835737908318,0.001764368657500282
0.12,VQLS vs full Lennard-Jones,Total,0.00013718310638926798,0.00010834483740518703,0.0022050313214496825,0.0017769397546679357
0.122,VQLS vs full Lennard-Jones,Total,0.0001413830078339372,0.00011183354864435645,0.002191080413343857,0.0017530289419134299
0.124,VQLS vs full Lennard-Jones,Total,0.0001454910169691047,0.00011526506565778916,0.0021682999538060257,0.001725834923973465
0.126,VQLS vs full Lennard-Jones,Total,0.00014952244705331366,0.00011865612856190762,0.002158115744910545,0.001707146837778999
0.128,VQLS vs full Lennard-Jones,Total,0.0001534245297701983,0.00012197411338659481,0.002134095486879241,0.0016724028225363942
0.13,VQLS vs full Lennard-Jones,Total,0.0001573123454004996,0.00012529215472421512,0.0021411288484815758,0.001673432698966429
0.132,VQLS vs full Lennard-Jones,Total,0.00016105788701060563,0.00012852471878060722,0.0021076239097909052,0.0016325688217024904
0.134,VQLS vs full Lennard-Jones,Total,0.00016471519891826485,0.00013171033679549332,0.0020941145627848337,0.00161117752254372
0.136,VQLS vs full Lennard-Jones,Total,0.00016829056778914098,0.00013485380789278765,0.002084210785629252,0.0015945227697994496
0.138,VQLS vs full Lennard-Jones,Total,0.00017175656146845627,0.00013793199913148912,0.0020576616983339,0.0015640435433286622
0.14,VQLS vs full Lennard-Jones,Total,0.00017514222151088308,0.0001409725891174644,0.0020506568905367256,0.0015486494389772602
0.14200000000000002,VQLS vs full Lennard-Jones,Total,0.000178401483411297,0.00014394616552749952,0.0020303817964114138,0.0015199610002701969
0.14400000000000002,VQLS vs full Lennard-Jones,Total,0.0001815316816455234,0.0001468464379627563,0.0020031641215969426,0.0014891752488379638
0.146,VQLS vs full Lennard-Jones,Total,0.00018461794534394872,0.0001497384818662681,0.0020120718461631507,0.0014890181512847325
0.148,VQLS vs full Lennard-Jones,Total,0.00018753920526898542,0.00015253919675231112,0.0019792908157248434,0.0014505503891114808
0.15,VQLS vs full Lennard-Jones,Total,0.00019030087580290244,0.0001552484599035508,0.0019427836047756844,0.0014120885506165555
0.152,VQLS vs full Lennard-Jones,Total,0.0001937646445731812,0.00015786172848312617,0.0018940284030985605,0.0013717854909842488
0.154,VQLS vs full Lennard-Jones,Total,0.00019751597754597873,0.00016041748946159866,0.0018756664863987596,0.001352206874650696
0.156,VQLS vs full Lennard-Jones,Total,0.00020126039453133293,0.0001629263976290786,0.0018722084926771007,0.001338633726893106
0.158,VQLS vs full Lennard-Jones,Total,0.00020493306674849304,0.00016534899870330344,0.0018363361085800556,0.001308485309656599
0.16,VQLS vs full Lennard-Jones,Total,0.00020857590311367576,0.00016771623491823663,0.001821418182591364,0.00128598151944786
0.162,VQLS vs full Lennard-Jones,Total,0.00021214776177359666,0.00017000383166223965,0.0017859293299604465,0.0012654692080057265
0.164,VQLS vs full Lennard-Jones,Total,0.0002156626849373882,0.0001722162730652668,0.0017574615818957626,0.0012429267956056863
0.166,VQLS vs full Lennard-Jones,Total,0.00021917017789835694,0.0001743845833177566,0.001753746480484368,0.0012373553861282712
0.168,VQLS vs full Lennard-Jones,Total,0.0002225948039309717,0.00017646542395756434,0.001712313016307386,0.001212617775541764
0.17,VQLS vs full Lennard-Jones,Total,0.00022597439766202385,0.00017847898947225848,0.0016897968655260678,0.0011997833633202535
0.17200000000000001,VQLS vs full Lennard-Jones,Total,0.0002293479703046825,0.00018045716681040948,0.00168678632132932,0.001201270590048666
0.17400000000000002,VQLS vs full Lennard-Jones,Total,0.00023262205072698298,0.00018234264428982253,0.0016370402111502425,0.0011810650408196038
0.176,VQLS vs full Lennard-Jones,Total,0.00023586755386218036,0.00018417646811780933,0.001622751567598689,0.0011781033781434794
0.178,VQLS vs full Lennard-Jones,Total,0.00023902846151887007,0.00018592464403204673,0.0015804538283448535,0.001164146878290449
0.18,VQLS vs full Lennard-Jones,Total,0.00024217076907995976,0.00018763668103745904,0.0015711537805448497,0.0011716804016225107
0.182,VQLS vs full Lennard-Jones,Total,0.0002452703924216192,0.0001892926874200671,0.0015498116708297163,0.0011751923149749053
0.184,VQLS vs full Lennard-Jones,Total,0.0002482931603157209,0.00019087911538072337,0.0015113839470508456,0.0011731201027289926
0.186,VQLS vs full Lennard-Jones,Total,0.00025133514838062256,0.00019244785079477778,0.0015209940324508384,0.0011910716116672055
0.188,VQLS vs full Lennard-Jones,Total,0.0002542526672894684,0.00019391493866108828,0.0014587594544229268,0.0011845469551028734
0.19,VQLS vs full Lennard-Jones,Total,0.00025719178925571757,0.00019537893708091285,0.0014986829349794596,0.0012119649262581343
0.192,VQLS vs full Lennard-Jones,Total,0.00026008145346769363,0.00019679295404830428,0.001544835682353092,0.0012226839787878704
0.194,VQLS vs full Lennard-Jones,Total,0.00026295637108510054,0.0001981810698816675,0.001594371372497693,0.0012432331725723655
0.196,VQLS vs full Lennard-Jones,Total,0.0002657860301478075,0.0001995381557174548,0.0016435969816634942,0.0012588245231777645
0.198,VQLS vs full Lennard-Jones,Total,0.00026859898314465606,0.0002008699057393268,0.0016981741012028068,0.0012844213635340837
0.2,VQLS vs full Lennard-Jones,Total,0.0002713941204949607,0.00020218373398182417,0.0017443836459501046,0.001306712342227216
0.202,VQLS vs full Lennard-Jones,Total,0.0002741565362765553,0.00020347732407417622,0.0017924097940682816,0.001328035899329876
0.20400000000000001,VQLS vs full Lennard-Jones,Total,0.0002768724364156606,0.00020474223285246528,0.0018474555967222632,0.0013523289352423838
0.20600000000000002,VQLS vs full Lennard-Jones,Total,0.0002795694384785702,0.00020599560942796943,0.001878871145130287,0.0013703565620561983
0.20800000000000002,VQLS vs full Lennard-Jones,Total,0.00028231169336827375,0.00020727437686874438,0.0019441564418399837,0.0014153342508211974
0.21,VQLS vs full Lennard-Jones,Total,0.0002849903263969528,0.0002085252735025638,0.001984981936705134,0.0014325902915354447
0.212,VQLS vs full Lennard-Jones,Total,0.000287659146558063,0.00020978424361913902,0.0020353040089246405,0.001461894656030775
0.214,VQLS vs full Lennard-Jones,Total,0.0002903122986068125,0.00021105118206228533,0.002077504997262822,0.0014864421244789768
0.216,VQLS vs full Lennard-Jones,Total,0.00029291258174547806,0.00021230542083741034,0.0021240809702630925,0.0015099437578696758
0.218,VQLS vs full Lennard-Jones,Total,0.0002955749757615096,0.0002136086927165863,0.002165906829615455,0.0015460757152456332
0.22,VQLS vs full Lennard-Jones,Total,0.00029820556674492243,0.0002149142757457073,0.002202027854679045,0.0015675187164405678
0.222,VQLS vs full Lennard-Jones,Total,0.00030080058117951385,0.000216223753526283,0.0022448863104503614,0.001592349778861622
0.224,VQLS vs full Lennard-Jones,Total,0.00030341809179782353,0.00021757034432561107,0.0022819977228468596,0.0016207871969850607
0.226,VQLS vs full Lennard-Jones,Total,0.0003060596911159491,0.00021895908303237922,0.00232136538101798,0.0016500466730318374
0.228,VQLS vs full Lennard-Jones,Total,0.00030865771989820935,0.00022035452860875299,0.0023529572533305884,0.0016679650007925255
0.23,VQLS vs full Lennard-Jones,Total,0.0003112798597182016,0.00022181220068027253,0.0024106876678805303,0.0017024431141096186
0.232,VQLS vs full Lennard-Jones,Total,0.00031390631884480513,0.00022330285458976726,0.002437639583375506,0.001723881130113765
0.234,VQLS vs full Lennard-Jones,Total,0.000316646070768468,0.00022486887799647628,0.002416798519529237,0.001733821160251135
0.23600000000000002,VQLS vs full Lennard-Jones,Total,0.0003192588167014876,0.0002264129746462283,0.0024832788674963233,0.0017614116810299642
0.23800000000000002,VQLS vs full Lennard-Jones,Total,0.0003219014889107461,0.000228024245971656,0.002529704438544632,0.0017911549662769245
0.24,VQLS vs full Lennard-Jones,Total,0.00032452437114317964,0.00022967287322888806,0.002560437807122125,0.0018079737904894194
0.242,VQLS vs full Lennard-Jones,Total,0.0003271958594541457,0.00023138541295617758,0.0025895886943416435,0.0018349970879464488
0.244,VQLS vs full Lennard-Jones,Total,0.0003298719840637646,0.0002331548198149938,0.0026255871830461325,0.0018555356855677085
0.246,VQLS vs full Lennard-Jones,Total,0.0003325358147812101,0.00023496584186333123,0.0026518607408238803,0.0018711677325535276
0.248,VQLS vs full Lennard-Jones,Total,0.00033520626474653546,0.0002368280002227192,0.002681862529692665,0.0018916813764941753
0.25,VQLS vs full Lennard-Jones,Total,0.00033790378321647526,0.00023874771413507053,0.002691510903546003,0.0019020958830073427
0.252,VQLS vs full Lennard-Jones,Total,0.0003406198270545528,0.00024072029525791413,0.002703735469087705,0.001913524482472165
0.254,VQLS vs full Lennard-Jones,Total,0.00034334764677087896,0.00024273974370474404,0.002716416144454656,0.0019259120241386467
0.256,VQLS vs full Lennard-Jones,Total,0.0003460682744287331,0.0002448117726327407,0.0027427441434801497,0.0019382639315614302
0.258,VQLS vs full Lennard-Jones,Total,0.000348811738851498,0.0002469575365717306,0.0027795882788089754,0.001958179722160864
0.26,VQLS vs full Lennard-Jones,Total,0.00035161485822974935,0.00024916537619557033,0.0027778710101318826,0.001969115070811862
0.262,VQLS vs full Lennard-Jones,Total,0.0003544158679481416,0.0002514186397215791,0.002792147860883845,0.0019777551896955612
0.264,VQLS vs full Lennard-Jones,Total,0.00035719432514268905,0.00025371906796872767,0.0028252008507870935,0.001992032605596014
0.266,VQLS vs full Lennard-Jones,Total,0.00035997457576352875,0.0002560540887280267,0.002818461043512313,0.0019914631058875988
0.268,VQLS vs full Lennard-Jones,Total,0.0003627977297102771,0.0002584588951206725,0.0028269789126081357,0.0019975305927595654
0.27,VQLS vs full Lennard-Jones,Total,0.000365664230353807,0.00026093395645694005,0.0028484285944582743,0.002013736954677351
0.272,VQLS vs full Lennard-Jones,Total,0.0003684643004208594,0.00026340592724983315,0.0028349231084219065,0.002001259474126985
0.274,VQLS vs full Lennard-Jones,Total,0.000371328835041026,0.0002659545237167924,0.002854179132149706,0.002019447510826053
0.276,VQLS vs full Lennard-Jones,Total,0.000374170267096565,0.00026851609527856195,0.0028424336948862858,0.0020154403990633356
0.278,VQLS vs full Lennard-Jones,Total,0.00037705246258457786,0.0002711488791770757,0.002858775060434783,0.002022951913186224
0.28,VQLS vs full Lennard-Jones,Total,0.000379929436327059,0.0002738164203378516,0.002860822152329648,0.0020221836995243264
0.28200000000000003,VQLS vs full Lennard-Jones,Total,0.00038283242344075354,0.0002765296664262714,0.002858919594277573,0.002023198205509518
0.28400000000000003,VQLS vs full Lennard-Jones,Total,0.0003857159504556224,0.00027926946308256314,0.002874450939982766,0.002033753094974682
0.28600000000000003,VQLS vs full Lennard-Jones,Total,0.00038862006414526625,0.0002820417424086882,0.002856733676035582,0.002025776561132863
0.28800000000000003,VQLS vs full Lennard-Jones,Total,0.00039149599416852176,0.0002848130205418238,0.002833613304703289,0.0020148761317530083
0.29,VQLS vs full Lennard-Jones,Total,0.00039435049008785866,0.0002876346869949707,0.0028643469209325076,0.002017348071257896
0.292,VQLS vs full Lennard-Jones,Total,0.0003971696842316546,0.0002904543698248398,0.0028468789480379716,0.0020077136030966316
0.294,VQLS vs full Lennard-Jones,Total,0.000400125339617505,0.00029337352057030484,0.002856555722048966,0.0020255268036232653
0.296,VQLS vs full Lennard-Jones,Total,0.00040297200473278635,0.0002962703485419369,0.0028553542175549784,0.002010596604420678
0.298,VQLS vs full Lennard-Jones,Total,0.0004058454851910904,0.00029919044698315016,0.00284277186861185,0.0020145176476608303
0.3,VQLS vs full Lennard-Jones,Total,0.0004087210764469958,0.00030212202869357875,0.002817848154078227,0.002000564599363636
