time_ps,atom_index,full_lj_displacement_nm,full_lj_native_velocity_nm_per_ps,continuous_k2_displacement_nm,continuous_k2_native_velocity_nm_per_ps,unprojected_be_displacement_nm,unprojected_be_native_velocity_nm_per_ps,relifted_be_displacement_nm,relifted_be_native_velocity_nm_per_ps
0.114,0,0.006309864047793353,-0.055032798519123904,0.006318287633878473,-0.0550539197992009,0.006298803560533642,-0.05432215752864073,0.006306641739606093,-0.05412306077500515
0.114,1,0.0034387601107049443,0.046668883230771646,0.0034319919034327476,0.0467463645221911,0.003428949279051635,0.04574441203689949,0.003421041542488249,0.04554097682904759
0.114,2,0.0002513758415017051,0.008363915288352267,0.00024972046268882274,0.008307555277009675,0.0002722471604147311,0.00857774549174118,0.0002723167179056659,0.008582083945957443
0.116,0,0.006199454250450391,-0.05537271021741318,0.006207829725621992,-0.05539966876258914,0.006189491829491616,-0.05465586552101343,0.0061977370833861895,-0.05445232810995161
0.116,1,0.0035320458809072774,0.046610979553764066,0.0035254411691996597,0.04669697064029001,0.0035203119984932754,0.0456813597208199,0.0035119878641630153,0.04547316083738282
0.116,2,0.00026849986864233304,0.008761730663649122,0.0002667291051783928,0.008702698122299003,0.0002901961720151181,0.008974505800193468,0.0002902750524508032,0.008979167272568669
0.11800000000000001,0,0.006088390347147211,-0.05568691210718841,0.006096706230633281,-0.05571951057564227,0.00607956348385553,-0.054964172818042445,0.006088224232566249,-0.054756425409970146
0.11800000000000001,1,0.0036251804482762403,0.046517705839444944,0.0036187561040996533,0.04661205486610746,0.003611479480168361,0.04558374083754239,0.0036027298796956356,0.04537100776631039
0.11800000000000001,2,0.00028642920457655084,0.00916920626774348,0.0002845376652671096,0.009107455709534683,0.00030895703597611803,0.009380431980499978,0.0003090458877381224,0.009385417643659631
0.12,0,0.0059767237064929655,-0.05597545780555581,0.0059849689333983346,-0.05601347781940796,0.005969069226685929,-0.0552471285848008,0.005978153397833844,-0.05503541736620251
0.12,1,0.00371809323464731,0.04638922861526369,0.003711865801079187,0.04649175865516119,0.0037023829402752567,0.04545173005344774,0.0036931993000200065,0.04523471016218507
0.12,2,0.00030518305885972704,0.009586229190292126,0.0003031652655225234,0.009521719164246633,0.00032854783303882395,0.009795398531352969,0.0003286473021461571,0.009800707204017338
0.122,0,0.005864505574315681,-0.05623841642386674,0.005872669536727517,-0.056281619545672984,0.00585805963155788,-0.05550479756402453,0.005867574630293024,-0.055289383770409616
0.122,1,0.0038107140225021275,0.04622574194545837,0.003804699664255095,0.0463362516776478,0.003792953998174536,0.045285528949639504,0.0037833282744317845,0.045064487205888945
0.122,2,0.00032478040318219384,0.010012674478408378,0.00032263079901743465,0.009945367868025048,0.0003489863702675938,0.01021926861438493,0.00034909709527519825,0.010224896564520582
0.124,0,0.0057517870429962745,-0.05647587224106516,0.005759859629075271,-0.05652400101358484,0.005746585111954292,-0.05573725980179455,0.005756537791904656,-0.055518419194183884
0.124,1,0.003902973009703726,0.04602746708531532,0.003897187465067612,0.046145731537943754,0.003883124729569359,0.04508536569741119,0.0038730494431121563,0.04486058434018574
