time_ps,continuous_k2_eta,continuous_k2_eta_relative,unprojected_be_eta,unprojected_be_eta_relative,relifted_be_preprojection_eta,relifted_be_preprojection_eta_relative,relifted_be_postprojection_eta,relifted_be_postprojection_eta_relative,max_abs_unprojected_vs_relifted_displacement_nm,max_abs_unprojected_vs_relifted_native_velocity_nm_per_ps
0.168,0.00026817321916877386,0.056309566450677515,0.0002991542435977591,0.06490281523703809,3.826580911038617e-06,0.0008367035409127281,0.0,0.0,2.0346997503540784e-05,0.0002076073184606661
0.17,0.0002687844213751437,0.057234047317077145,0.0003036797257266478,0.06679498877781126,3.841346150093129e-06,0.0008513673299390096,0.0,0.0,2.0749896346373455e-05,0.00020144942141548522
0.17200000000000001,0.0002703853728015861,0.05841294092296018,0.00030915425524014024,0.06896777664331642,3.859061580683858e-06,0.0008672898627463614,0.0,0.0,2.1139481199618226e-05,0.0001947924266210814
0.17400000000000002,0.0002728557632282459,0.05982886429228224,0.00031543383085808605,0.07139867623756103,3.88093711604027e-06,0.0008847677733463497,0.0,0.0,2.1514757815904034e-05,0.00018763830814293864
0.176,0.00027606863076512814,0.06146193045379881,0.00032237312693718444,0.07406340498119746,3.908017225717129e-06,0.0009040754041710005,0.0,0.0,2.1874737860415848e-05,0.00018079296408914786
0.178,0.000279896073131619,0.06329070371528984,0.0003298303085795083,0.07693674084249037,3.941150584372643e-06,0.0009254557907753116,0.0,0.0,2.221844087036632e-05,0.000174041463515677
0.18,0.00028421400347658303,0.06529304742861705,0.0003376705748057242,0.07999316684089254,3.980967356170225e-06,0.0009491123599305937,0.0,0.0,2.2544896205497177e-05,0.00016692778850407874
0.182,0.0002889057808213306,0.06744681710996317,0.00034576852808267404,0.08320732447527861,4.0278660692476585e-06,0.0009752019468990896,0.0,0.0,2.2853144985758404e-05,0.0001594610474251884
0.184,0.000293864726994971,0.06973038568813578,0.0003540095629308345,0.08655430234836539,4.082011190413418e-06,0.0010038296298557966,0.0,0.0,2.3142242012226533e-05,0.00015165104411483943
0.186,0.00029899565857038343,0.07212301168670007,0.000362290496031614,0.0900097955059179,4.1433414622769235e-06,0.0010350456978823962,0.0,0.0,2.3411257667635584e-05,0.0001435082476027652
0.188,0.00030421561696384106,0.07460507447424616,0.00037051964829100577,0.0935501718369402,4.211588010248707e-06,0.001068844849194648,0.0,0.0,2.365927979277368e-05,0.00013504376056657635
0.19,0.0003094539884178234,0.07715820533192698,0.0003786165563816211,0.09715247794267315,4.286300360740188e-06,0.0011051675017546962,0.0,0.0,2.38854155352429e-05,0.0001262692866484047
0.192,0.0003146521864704638,0.07976534193339115,0.0003865114519807937,0.10079441095205426,4.366877973041463e-06,0.0011439029276911078,0.0,0.0,2.40887931671702e-05,0.00011719709677240203
0.194,0.0003197630379588935,0.08241072961661615,0.00039414460973086695,0.10445427657590323,4.452604725146845e-06,0.0011848938193825328,0.0,0.0,2.4268563868494464e-05,0.00010783999460137195
0.196,0.00032474997982028165,0.08507988752670248,0.0004014656337449213,0.10811094814186097,4.5426839689903645e-06,0.0012279418629984793,0.0,0.0,2.442390347263349e-05,9.821128126943218e-05
0.198,0.0003295861435830397,0.0877595525339948,0.0004084327282650666,0.1117438367630365,4.636272183566007e-06,0.0012728139229625673,0.0,0.0,2.455401417145349e-05,8.83247195273898e-05
0.2,0.00033425337983846825,0.0904376093963733,0.0004150119803410137,0.11533287917253471,4.73250978457552e-06,0.001319248507344331,0.0,0.0,2.4658126176549562e-05,7.81944974348886e-05
0.202,0.0003387412565253066,0.09310301216300544,0.0004211766700119021,0.11885854696365887,4.830548187941816e-06,0.0013669622669776431,0.0,0.0,2.4735499334007857e-05,6.783519173126501e-05
0.20400000000000001,0.0003430460519222535,0.09574569931761616,0.00042690661521257333,0.12230187882811198,4.9295726956134636e-06,0.0014156563615300767,0.0,0.0,2.4785952909328742e-05,5.7261731014376926e-05
0.20600000000000002,0.00034716975482506344,0.09835650353993826,0.0004321875533833562,0.12564453570918263,5.028821136131328e-06,0.0014650225916917803,0.0,0.0,2.4878931627034945e-05,4.648935885312455e-05
0.20800000000000002,0.0003511190794442905,0.10092705609716306,0.0004370105586480487,0.12886887744507444,5.127598440745007e-06,0.0015147492425505124,0.0,0.0,2.494999882094633e-05,3.901599444992854e-05
0.21,0.0003549045001676453,0.10344968563161251,0.0004413714917615038,0.13195805837121616,5.225287480676273e-06,0.0015645266088210807,0.0,0.0,2.4998819237968296e-05,4.257890625875005e-05
0.212,0.00035853931071398645,0.10591731136066823,0.0004452704793248673,0.13489613842004033,5.3213565540690875e-06,0.0016140521807590806,0.0,0.0,2.5025089561600674e-05,4.627494569132279e-05
0.214,0.0003620387127397503,0.1083233313284203,0.00044871141867811564,0.13766820547538916,5.415363917206053e-06,0.0016630354650781398,0.0,0.0,2.5028538750205545e-05,5.010114879876876e-05
0.216,0.0003654189401418258,0.11066150722287554,0.00045170150517022465,0.1402605041048152,5.5069597252813076e-06,0.0017112024028907468,0.0,0.0,2.500892830431165e-05,6.385929810492214e-05
0.218,0.0003686964267276874,0.11292584827010652,0.00045425077901910824,0.1426605653226775,5.595885701247948e-06,0.0017582993313803306,0.0,0.0,2.4966052464150284e-05,7.956772535921454e-05
0.22,0.00037188702626413675,0.11511049770418884,0.00045637168960252614,0.14485733175636847,5.681972799794847e-06,0.001804096421613067,0.0,0.0,2.4899738338802417e-05,9.548100219731494e-05
0.222,0.0003750052949054752,0.11720962615465161,0.00045807867569965335,0.14684127252626886,5.765137085688271e-06,0.0018483905147503475,0.0,0.0,2.480984596848958e-05,0.00011157778371071424
0.224,0.0003780638464392662,0.11921733686482523,0.0004593877608868425,0.1486044823321681,5.845374007069343e-06,0.0018910072753806379,0.0,0.0,2.469626832171906e-05,0.00012783624870470797
0.226,0.00038107279053935895,0.12112758784858588,0.00046031616395061773,0.15014075967972373,5.922751217177407e-06,0.0019318025851318408,0.0,0.0,2.455893122913172e-05,0.0001442341348789377
0.228,0.0003840392632215473,0.12293413583741225,0.0004608819247952831,0.15144565987988504,5.9974000840701185e-06,0.0019706631130328965,0.0,0.0,2.4397793256027926e-05,0.00016074877455988872
0.23,0.0003869670569742844,0.12463050613846018,0.0004611035468756749,0.15251651939356062,6.069506026360818e-06,0.002007506020887179,0.0,0.0,2.4212845515679787e-05,0.0001773571309177906
0.232,0.0003898563556780073,0.12620999134552566,0.00046099965766394687,0.15335244923513242,6.139297823412221e-06,0.002042277791451574,0.0,0.0,2.400411142562854e-05,0.00019403583460066588
0.234,0.000392703576590148,0.1276656803008162,0.0004605886890506679,0.15395429643529204,6.20703606865302e-06,0.0020749522026376143,0.0,0.0,2.3771646409275106e-05,0.0002107612207188159
0.23600000000000002,0.00039550131856600325,0.1289905169263446,0.00045988857987361683,0.1543245739246669,6.27300096218447e-06,0.0021055275098305465,0.0,0.0,2.3515537545136923e-05,0.00022750936611351568
0.23800000000000002,0.0003982384125397872,0.13017738669189688,0.00045891650295247846,0.1544673605538788,6.337479670721996e-06,0.002134022937889374,0.0,0.0,2.3235903166220398e-05,0.0002442561268443267
0.24,0.00040090006733539446,0.1312192267367182,0.00045768861907591747,0.15438817422945386,6.400753515284743e-06,0.002160474621124584,0.0,0.0,2.293289241200837e-05,0.0002609771758301021
0.242,0.00040346810131532097,0.13210915417913494,0.0004562198603338978,0.15409382223978166,6.463085275932815e-06,0.0021849311603032435,0.0,0.0,2.2606684735602373e-05,0.0002776480405794826
0.244,0.00040592124836363365,0.13284060606636214,0.0004545237450108977,0.15359223370469205,6.524706924193994e-06,0.0022074489875641987,0.0,0.0,2.2257489368589624e-05,0.0002942441409475513
0.246,0.00040823552532930155,0.1334074838234652,0.0004526122259578286,0.15289227965810015,6.585808103793818e-06,0.0022280877407233335,0.0,0.0,2.188554474621924e-05,0.0003107408268560874
0.248,0.00041038464735975306,0.13380429498879934,0.00045049557395029693,0.1520035865399052,6.646525675946693e-06,0.0022469058464756942,0.0,0.0,2.1491117895477833e-05,0.00032711341591589935
0.25,0.0004123404775020588,0.13402628545131892,0.0004481822970321127,0.15093634882933543,6.706934624946881e-06,0.002263956497252911,0.0,0.0,2.1074503788646754e-05,0.0003433372308906269
0.252,0.0004140734974634636,0.13406955626332798,0.0004456790962549834,0.1497011462188664,6.767040582711951e-06,0.0022792841799616852,0.0,0.0,2.06360246649072e-05,0.00035938763694259336
0.254,0.00041555328739428587,0.13393116028607488,0.00044299085758195075,0.14830877014724875,6.826774178981249e-06,0.002292921878794094,0.0,0.0,2.017602932252819e-05,0.00037524007860220525
0.256,0.00041674900385837234,0.13360917531140376,0.000440120679051036,0.14677006373858043,6.8859873596574214e-06,0.0023048890317142606,0.0,0.0,1.9694892384138052e-05,0.0003908701164038707
0.258,0.00041762984666186224,0.13310275176340147,0.0004370699316261706,0.14509577829690595,6.94445174402981e-06,0.00231519027486826,0.0,0.0,1.919301353753202e-05,0.00040625346313246866
0.26,0.0004181655068030854,0.13241213450300648,0.00043383835152464856,0.1432964485500518,7.001859017286423e-06,0.002323814964735644,0.0,0.0,1.867081675440915e-05,0.0004213660196257518
0.262,0.00041832658938652787,0.1315386595398385,0.00043042416123219995,0.14138228788620466,7.057823283222695e-06,0.0023307374278197534,0.0,0.0,1.8128749489375795e-05,0.00043618391007958085
0.264,0.00041808500683637734,0.13048472752971152,0.0004268242159229297,0.13936310393748855,7.111885238292787e-06,0.002335917854827438,0.0,0.0,1.7567281861472872e-05,0.0004506835168042629
0.266,0.00041741433909762917,0.12925375676237047,0.00042303417161160094,0.13724823408008938,7.163517976082199e-06,0.0023393037324596494,0.0,0.0,1.698690582041453e-05,0.0004648415143817461
0.268,0.00041629015869453824,0.12785011890782075,0.0004190486710937696,0.13504649977028438,7.212134193412279e-06,0.0023408316918874473,0.0,0.0,1.6388134299636075e-05,0.00047863490317527624
0.27,0.0004146903195149032,0.12627906109972847,0.0004148615435822173,0.13276617813624764,7.257094546667548e-06,0.0023404296485056222,0.0,0.0,1.577150035816531e-05,0.0004920410421444463
0.272,0.0004125952090061015,0.12454661801649787,0.00041046601392674643,0.13041498890028266,7.297716899321297e-06,0.002338019111632857,0.0,0.0,1.5137556313236282e-05,0.0005050376809206253
0.274,0.0004099879641169913,0.12265951751180941,0.0004058549174032458,0.12800009450805785,7.333286207315257e-06,0.0023335174827154494,0.0,0.0,1.4486872865462279e-05,0.0005176029910994306
0.276,0.0004068546518172433,0.12062508308936928,0.0004010209162666559,0.1255281112753862,7.363064805746347e-06,0.0023266501693598013,0.0,0.0,1.3820038218296908e-05,0.0005297155967087901
0.278,0.0004031844153940194,0.11845113615504084,0.0003959567145668976,0.12300512940874449,7.386302885360472e-06,0.0023175344643092486,0.0,0.0,1.3137657193396145e-05,0.0005413546038132121
0.28,0.0003989695879879555,0.11614590055447666,0.000390655268110425,0.12043673989011557,7.402248977955135e-06,0.002306090496516685,0.0,0.0,1.2440350343398236e-05,0.0005524996292166733
0.28200000000000003,0.0003942057750079558,0.11371791145177962,0.00038510998689542114,0.11782806641663036,7.4101603032845975e-06,0.002292242682400672,0.0,0.0,1.1728753063528982e-05,0.0005631308282290012
